id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,luas_tanah,luas_bangunan
hos18576573,Rumah Terawat Sukaluyu Bandung Dekat Sidomukti,Rp 6 Miliar,"Sukaluyu, Bandung",6,4,1,: 399 m²,: 300 m²
hos18526527,Dijual Murah & Cepat Dibawah Njop Suryalaya,"Rp 5,25 Miliar","Turangga, Bandung",5,3,2,: 779 m²,: 255 m²
hos18477943,Rumah Luas Bawah Njop Di Bukit Idaman  Setiabudi,"Rp 7,5 Miliar","Setiabudi, Bandung",5,3,4,: 500 m²,: 268 m²
hos18721597,Rumah Dijual Bu Di Komplek Mutiara Cibaduyut,"Rp 1,35 Miliar","Cibaduyut, Bandung",2,2,1,: 150 m²,: 100 m²
hos18589285,Rumah Murah Hitung Tanah Turangga Kota Bandung,"Rp 1,79 Miliar","Bandung Kota, Bandung",2,2,1,: 169 m²,: 100 m²
hos17193683,Setra Duta Harga Terjangkau Jual Cepat Di Bawah 2 Milyar,"Rp 1,8 Miliar","Setra Duta, Bandung",2,1,1,: 108 m²,: 70 m²
hos14574232,Rumah Komplek Royal View Residence Ciwaruga Bandung Barat,"Rp 2,75 Miliar","Parongpong, Bandung",5,4,4,: 635 m²,: 340 m²
hos18699015,"843. Rumah Minimalis Terawat Di Pinus Regency, Soekarno Hatta","Rp 2,45 Miliar","Arcamanik, Bandung",4,4,2,: 278 m²,: 250 m²
hos18750728,Dijual Rumah Luas Di Tki Taman Kopo Indah 1,"Rp 1,2 Miliar","Taman Kopo Indah, Bandung",4,2,1,: 185 m²,: 160 m²
hos14589202,Hott Jual Bu Hrga Di Bawah Appraisel Bank,"Rp 2,5 Miliar","Bandung Kidul, Bandung",4,4,1,: 187 m²,: 185 m²
hos10363113,Jual Bu Hrga Di Bawah Appraisel Bank Di Pusat Kota Bandung,"Rp 2,5 Miliar","Astanaanyar, Bandung",3,3,1,: 187 m²,: 185 m²
hos16834405,"Rumah Minimalis di Sayap Setra Duta, Bandung","Rp 1,47 Miliar","Sariwangi, Bandung",3,2,1,: 132 m²,: 85 m²
hos18763872,Rumah Dijual Mendesak Bawah Harga Pasar Di Komplek Dosen Ypkp Padasuka Cimenyan,Rp 775 Juta,"Padasuka, Bandung",3,3,1,: 130 m²,: 100 m²
hos16919953,Jual Cepat Rumah Luas di Kopo Permai 1 Bandung,Rp 900 Juta,"Kopo Permai, Bandung",3,3,1,: 172 m²,: 135 m²
hos17427400,Rumah Bagus Asri di Cipaku Bandung Utara,Rp 6 Miliar,"Cidadap, Bandung",4,3,2,: 510 m²,: 650 m²
hos18022347,Rumah Baru Kota Baru Parahyangan Cluster Tarubhawana,"Rp 4,7 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 260 m²,: 145 m²
hos13415832,Dijual Rumah Buah Batu Bandung Minimalis Modern Cocok Untuk Kaum Milenial,Rp 651 Juta,"Terusan Buah Batu, Bandung",2,2,2,: 60 m²,: 41 m²
hos18516136,Jual Cepat!rumah Kost Furnis Dekat Stt Telkom Buahbatu Bandung 2 Lantai,"Rp 1,6 Miliar","Terusan Buah Batu, Bandung",10,5,2,: 105 m²,: 175 m²
hos18661524,Turun Harga! Jual Murah Di Cluster Padmagriya Podomoro Park Bandung,"Rp 1,2 Miliar","Terusan Buah Batu, Bandung",2,1,1,: 66 m²,: 36 m²
hos18659651,Harga Menarik! Dibawah Njop! Rumah Kos Aktif+paviliun 2 Lantai Di Antamulya Buah Batu Bandung,"Rp 3,95 Miliar","Buah Batu, Bandung",23,23,3,: 688 m²,: 350 m²
hos17255225,JUAL RUMAH 2 LANTAI MINIMALIS MODERN di KOMPLEK PRV GEGERKALONG BANDUNG,"Rp 3,8 Miliar","Geger Kalong, Bandung",5,4,1,: 332 m²,: 500 m²
hos16588100,Cocok Untuk Kost2an Batununggal Lestari Shm,"Rp 4,6 Miliar","Batununggal, Bandung",9,7,1,: 220 m²,: 400 m²
hos17118212,"Rumah 2 Lantai, Terawat, Tengah Kota, Strategis di Sayap Riau","Rp 8,5 Miliar","Riau, Bandung",8,6,1,: 258 m²,: 220 m²
hos18772390,Rumah Murah Hitung Tanah Kawasan Sejuk di Setrasari,Rp 5 Miliar,"Sukasari, Bandung",4,3,3,: 415 m²,: 300 m²
hos18788295,Rumah Baru Cantik Minimalis di Pondok Hijau,"Rp 3,25 Miliar","Pondok Hijau, Bandung",3,3,null,: 182 m²,: 235 m²
hos18209188,DIJUAL RUMAH MEWAH DAN NYAMAN AREA BATUNUNGAL ABADI BANDUNG,"Rp 5,8 Miliar","Batununggal, Bandung",5,3,1,: 390 m²,: 274 m²
hos18209173,DIJUAL RUMAH LOKASI STRATEGIS DI TENGAH KOTA BANDUNG,Rp 12 Miliar,"Sumurbandung, Bandung",2,1,null,: 409 m²,: 200 m²
hos18227253,Turun Harga Rumah Dekat Griya Margahayu Buahbatu Kota Bandung,Rp 950 Juta,"Buah Batu, Bandung",4,2,1,: 157 m²,: 120 m²
hos18686406,Rumah Murah Dalam Komplek Besar Antapani,"Rp 1,8 Miliar","Antapani, Bandung",6,3,2,: 200 m²,: 200 m²
hos18787472,Harga di Bawah Njop Pusat Kota Sayap Lengkong Besar Dalem Kaum,Rp 2 Miliar,"Lengkong, Bandung",3,2,1,: 262 m²,: 200 m²
hos17719483,Rumah Lelang Kawasan Elite Wangsaningrat Kota Baru Parahyangan,"Rp 2,7 Miliar","Kota Baru Parahyangan, Bandung",5,4,2,: 220 m²,: 300 m²
hos17778179,Rumah Keren Nyaman Terawat di Wangsaputra Kulon KBP,"Rp 1,57 Miliar","Kota Baru Parahyangan, Bandung",4,2,1,: 162 m²,: 160 m²
hos17708272,Rumah Nyaman Terawat Murah di Mekar Wangi Bandung,"Rp 1,75 Miliar","Mekar Wangi, Bandung",2,2,2,: 120 m²,: 120 m²
hos17739171,Rumah Keren Mewah Strategis di Mekar Wangi,"Rp 8,8 Miliar","Mekar Wangi, Bandung",4,6,2,: 470 m²,: 600 m²
hos17893776,Dijual Rumah Nyaman Cluster D Grande Kopo Bandung,Rp 600 Juta,"Kopo, Bandung",2,1,1,: 97 m²,: 45 m²
hos17916850,Dijual Rumah Baru Spatirasmi Kota Baru Parahyangan,"Rp 7,8 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 429 m²,: 196 m²
hos18732306,Dijual Cepat Rumah Luas 324 M2 Di Jalan Sunda Bandung Jawa Barat 030,"Rp 10,5 Miliar","Lengkong, Bandung",6,2,4,: 324 m²,: 228 m²
hos18594795,Dijual Rumah Kembar Timur Kota Bandung,"Rp 2,5 Miliar","Moch Toha, Bandung",5,6,null,: 200 m²,: 320 m²
hos17403026,Rumah Nyaman Terawat 2 Lantai di Cihanjuang Cimahi,"Rp 1,35 Miliar","Cimahi, Bandung",2,2,null,: 93 m²,: 90 m²
hos18784308,Dijual Rumah Baru Disayap Gegerkalong Bangunan Minimalis Modern,"Rp 1,59 Miliar","Geger Kalong, Bandung",4,3,2,: 108 m²,: 120 m²
hos17979149,Lux Estetik Dan Mewah Di Kotabaru Parahyangan,"Rp 7,15 Miliar","Kota Baru Parahyangan, Bandung",null,null,null,: 301 m²,: 435 m²
hos18260371,"Malas Naik Turun Tangga , 1 Lantai Asri Di Lokacitra","Rp 2,99 Miliar","Kota Baru Parahyangan, Bandung",3,1,null,: 162 m²,: 97 m²
hos17913880,Rumah Sudut Taman Hadap Selatan Rasa Baru,"Rp 3,55 Miliar","Kota Baru Parahyangan, Bandung",null,null,null,: 172 m²,: 103 m²
hos16560506,Rumah Dijual Kokoh,Rp 8 Miliar,"Batununggal, Bandung",6,6,2,: 434 m²,: 418 m²
hos17669837,"Rumah 2 Lantai Bagus Unfurnished SHM di Batununggal, Bandung","Rp 5,9 Miliar","Batununggal, Bandung",4,4,2,: 334 m²,: 450 m²
hos14797044,Rumah Dijual Ada Kostan Rumah,"Rp 6,5 Miliar","Dago, Bandung",10,6,2,: 626 m²,: 366 m²
hos18274464,"Rumah 2 Lantai Bagus Unfurnishd SHM di Batununggal Indah, Bandung","Rp 7,5 Miliar","Batununggal, Bandung",4,3,2,: 300 m²,: 247 m²
hos17243354,Rumah Dijual Kompleks Elit,"Rp 6,5 Miliar","Cileunyi, Bandung",7,6,null,: 2000 m²,: 600 m²
hos14797024,Rumah villa dijual,"Rp 10,4 Miliar","Padasuka, Bandung",3,5,10,: 12200 m²,: 400 m²
hos17693743,Rumah di Sayap riau jln progo SHM cocok untuk cafe bandung,"Rp 19,5 Miliar","Riau, Bandung",1,1,3,: 507 m²,: 665 m²
hos18093211,Rumah 2 Lantai Shm Bagus Di Gegerkalong Setiabudi Pondok Hijau,"Rp 1,2 Miliar","Geger Kalong, Bandung",3,3,2,: 125 m²,: 160 m²
hos18413540,Rumah Di Cijagra Buahbatu Shm Hitung Tanah,Rp 2 Miliar,"Cijagra, Bandung",3,2,1,: 205 m²,: 150 m²
hos18631178,Dijual Rumah Tinggal Mainroad Sarijadi Kota Bandung,"Rp 3,2 Miliar","Sukasari, Bandung",4,2,null,: 209 m²,: 180 m²
hos18682910,Dijual Rumah Baru Modern Minimalis Dalam Cluster Antapani Bandung,"Rp 1,39 Miliar","Antapani, Bandung",3,2,null,: 90 m²,: 106 m²
hos18772035,Dijual Rumah Tinggal 2 Lantai Jl Leuwisari Kota Bandung,"Rp 2,8 Miliar","Bojongloa Kidul, Bandung",7,4,null,: 325 m²,: 250 m²
hos17968113,Jual Cepat Rumah Modern Dan Stylish di Ubud Village Sariwangi,"Rp 1,2 Miliar","Sariwangi, Bandung",2,1,null,: 120 m²,: 55 m²
hos17920037,Jual Rumah Mewah 3 Lantai Dengan 5 Kamar Luas di Sarijadi,"Rp 1,25 Miliar","Sarijadi, Bandung",5,3,1,: 84 m²,: 150 m²
hos18721107,"Rumah 2 Lantai Dengan 7 Kamar Luas di Sarijad, Bandung","Rp 1,98 Miliar","Sarijadi, Bandung",7,3,1,: 128 m²,: 150 m²
hos17738609,"Kenyamanan totalitas,hunian ini bikin kamu betah. Sukahaji","Rp 1,3 Miliar","Setra Sari, Bandung",2,2,1,: 144 m²,: 200 m²
hos17728685,"Puncak idaman, Hunian asri di Pondok Hijau. Lembang BDG","Rp 1,37 Miliar","Pondok Hijau, Bandung",2,2,1,: 105 m²,: 90 m²
hos17736505,Rumah Cantik Elegan Dengan Akses Mudah Harga Murah Di Sariwangi,Rp 650 Juta,"Sariwangi, Bandung",3,1,1,: 81 m²,: 60 m²
hos18147591,Rumah di Sariwangi City View Kota Bandung Lokasi Terbaik Untuk Hunian Anda,Rp 599 Juta,"Sariwangi, Bandung",2,1,1,: 60 m²,: 40 m²
hos16603341,"Tanah Dan Bangunan di Majalaya Bandung, Sangat Luas",Rp 22 Miliar,"Majalaya, Bandung",8,8,null,: 8215 m²,: 6780 m²
hos18725655,Dijual Cepat Rumah di Komplek Puri Dago Antapani,"Rp 1,5 Miliar","Antapani, Bandung",4,3,1,: 121 m²,: 130 m²
hos18513319,Rumah Murah Lokasi Strategis Turangga Bandung Kota,"Rp 1,6 Miliar","Turangga, Bandung",3,2,null,: 131 m²,: 200 m²
hos18146255,"Rumah Bagus di Batununggal Indah, Bandung Murah",Rp 3 Miliar,"Batununggal, Bandung",2,2,null,: 200 m²,: 350 m²
hos17657808,"Rumah Heritage sayap Riau di Anggrek, Bandung cocok untuk tempat usaha",Rp 15 Miliar,"Riau, Bandung",6,3,2,: 474 m²,: 160 m²
hos17826857,Jual Rumah Tinggal 3 Lantai Di Setraduta Hegar Bandung Kota,"Rp 7,6 Miliar","Setra Duta, Bandung",4,3,2,: 375 m²,: 500 m²
hos15235409,Rumah BARU Type Harvard di Setraduta Royal Grande Bandung,"Rp 2,92 Miliar","Setra Duta, Bandung",3,3,1,: 89 m²,: 193 m²
hos18658721,Harga Terbaik Rumah Ada Kolam Renang Komplek Pondok Hijau Indah,"Rp 2,35 Miliar","Pondok Hijau, Bandung",2,1,1,: 152 m²,: 170 m²
hos18113863,Perumahan Elit Di Area Bandung Selatan.,"Rp 3,3 Miliar","Singgasana, Bandung",3,2,2,: 200 m²,: 150 m²
hos18081568,Rumah Sederhana Jual Murah Di Kopo Permai,Rp 1 Miliar,"Kopo Permai, Bandung",2,2,1,: 184 m²,: 85 m²
hos18090524,Rumah Sederhana Jual Cepat Nego Sampe Jadi,"Rp 1,4 Miliar","Cijerah, Bandung",2,2,null,: 200 m²,: 170 m²
hos18092837,Rumah Sederhana Cocok Untuk Home Industri,"Rp 5,5 Miliar","Sudirman, Bandung",5,5,null,: 603 m²,: 380 m²
hos17843638,Rumah Dijual Sayap Paskoja Sudah Renovasi,"Rp 1,3 Miliar","Pasir Koja, Bandung",3,1,null,: 150 m²,: 120 m²
hos17819912,Rumah Sederhana Melong Regency Dijual Cepat,Rp 4 Miliar,"Cijerah, Bandung",4,5,1,: 268 m²,: 181 m²
hos17837278,Dijual Rumah Tengah Kota Didalam Gang Layak Huni,Rp 1 Miliar,"Sudirman, Bandung",2,1,null,: 152 m²,: 152 m²
hos17713952,"Rumah strategis area komersil di cikawao raya, lengkong - bandung","Rp 7,5 Miliar","Lengkong, Bandung",7,7,2,: 280 m²,: 400 m²
hos14167153,"Dijual rumah mewah lt236/250 hrg2,5m di komplek Soekarno Hatta Bandung","Rp 2,5 Miliar","Buah Batu, Bandung",null,null,null,: 236 m²,: 250 m²
hos15003792,"Dijual Cepat Rumah 1,lantai Lt120 110 Hrg555jt Ujung Berung Bandung",Rp 555 Juta,"Ujungberung, Bandung",null,null,null,: 120 m²,: 120 m²
hos18105523,"Muraah Rumah Mewah Lt350/400 Harga 6,5m Di Tubagus Ismail Dago Bandung","Rp 6,5 Miliar","Tubagus Ismail, Bandung",1,1,null,: 350 m²,: 450 m²
hos18348716,Banting Harga Hanya Minggu Ini Lt180/240 Hrg2m An Setra Duta Bandung,"Rp 2,59 Miliar","Setra Duta, Bandung",1,1,1,: 180 m²,: 240 m²
hos12499217,"Turun Harga Rumah Komplek Batu Mas Hanya Bulan Ini Rp 2,6 M","Rp 2,5 Miliar","Pasir Luyu, Bandung",5,3,null,: 251 m²,: 300 m²
hos18361781,Rumah Murah Hitung Tanah View Danau Kota Baru Parahyangan Bandung,"Rp 4,68 Miliar","Kota Baru Parahyangan, Bandung",4,3,3,: 480 m²,: 200 m²
hos18115568,"Rumah Minimalis Dalam Cluster Green Hills, Citra Green Dago Bandung","Rp 2,45 Miliar","Dago, Bandung",3,3,1,: 144 m²,: 135 m²
hos17713515,"Rumah luas murah di pasirluyu, BKR - Lingkar selatan","Rp 6,2 Miliar","BKR, Bandung",10,5,2,: 542 m²,: 500 m²
hos18660609,Rumah Lokasi Strategis Area Turangga Bandung,"Rp 2,2 Miliar","Turangga, Bandung",5,3,2,: 194 m²,: 221 m²
hos16783944,"Rumah Strategis Harga Oke di Laswi Raya, Riau Bandung","Rp 11,6 Miliar","Laswi, Bandung",6,4,7,: 530 m²,: 300 m²
hos16734289,Rumah Modern Minimalis di Setraduta Bandung,"Rp 3,35 Miliar","Setra Duta, Bandung",4,3,2,: 129 m²,: 185 m²
hos17848557,Rumah Mewah Besar Murah Di Taman Sakura Soetta Bandung,"Rp 3,9 Miliar","Soekarno Hatta, Bandung",3,4,1,: 303 m²,: 326 m²
hos16566681,Jarang Ada Rumah Tanah Luas Strategis Area Turangga Kota Bandung,Rp 8 Miliar,"Turangga, Bandung",7,3,null,: 1028 m²,: 450 m²
hos18602676,Rumah Minimalis Baru Renov Di Mekarwangi Singgasana Bandung,"Rp 2,1 Miliar","Mekar Wangi, Bandung",3,2,2,: 147 m²,: 110 m²
hos10543685,Rumah Di Komplek Parahyangan Rumah Villa PrV,"Rp 3,9 Miliar","Geger Kalong, Bandung",4,2,1,: 285 m²,: 300 m²
hos18390848,Rumah Strategis Cocok Usaha Hitung Tanah di Sayap Pasirkaliki,Rp 12 Miliar,"Pasir Kaliki, Bandung",4,3,7,: 453 m²,: 350 m²
hos18362535,Rumah Baru Minimalis di Setra Duta Bandung,"Rp 4,7 Miliar","Setra Duta, Bandung",4,4,2,: 153 m²,: 298 m²
hos17689072,Bangunan ex-Guest house bawah njop di bukit dago utara - bandung,Rp 8 Miliar,"Sayap Dago, Bandung",20,20,null,: 1158 m²,: 494 m²
hos17411245,Rumah Bagus di Margahayu kencana,"Rp 1,3 Miliar","Kopo, Bandung",3,2,1,: 72 m²,: 150 m²
hos17836894,Rumah Cantik View Danau di Subanglarang Kota Baru Parahyangan,"Rp 7,5 Miliar","Kota Baru Parahyangan, Bandung",5,4,2,: 360 m²,: 285 m²
hos17682996,Rumah Cantik Nyaman dan Murah di Batununggal Mulia Bandung,"Rp 2,7 Miliar","Batununggal, Bandung",4,3,1,: 200 m²,: 200 m²
hos17929594,Rumah Keren Minimalis Nyaman di Wangsakerta Kota Baru Parahyangan,"Rp 2,75 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 156 m²,: 170 m²
hos18076659,Rumah Cantik Minimalis di Mainroad Setraduta Hegar Bandung,Rp 9 Miliar,"Setra Duta, Bandung",4,5,2,: 300 m²,: 600 m²
hos18768170,Dijual Rumah Bukit Sariwangi Bandung Barat,Rp 700 Juta,"Sariwangi, Bandung",2,1,null,: 90 m²,: 80 m²
hos9810779,Rumah 2 Lantai Pakuhaji Ngamprah Bandung Barat,"Rp 1,4 Miliar","Ngamprah, Bandung",3,2,1,: 140 m²,: 180 m²
hos17781002,Rumah Cantik Minimalis Nyaman Murah di Wangsakerta KBP,"Rp 2,5 Miliar","Kota Baru Parahyangan, Bandung",5,4,1,: 198 m²,: 325 m²
hos18780289,Dijual: Rmh Di Sayap Ciateul,"Rp 1,8 Miliar","Regol, Bandung",4,2,1,: 150 m²,: 148 m²
hos8464538,"Villa Istana Bunga, Parongpong, Lembang Bandung","Rp 1,5 Miliar","Lembang, Bandung",3,2,null,: 250 m²,: 250 m²
hos17662522,Rumah Nyaman TErawat Murah di KOta Baru Parahyangan BAndung,"Rp 1,9 Miliar","Kota Baru Parahyangan, Bandung",2,1,1,: 126 m²,: 60 m²
hos17801814,Rumah Cantik Minimalis di Taurbhawana Kota Baru Parahyangan,"Rp 2,29 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 120 m²,: 94 m²
hos16597466,Rumah Mewah Luxury Pusat Kota Di Lengkong Bandung,"Rp 7,8 Miliar","Lengkong, Bandung",4,4,1,: 311 m²,: 465 m²
hos17938191,Rumah 2 Lantai SHM di Cijerah Pharmindo Bandung,"Rp 1,4 Miliar","Cijerah, Bandung",8,3,1,: 120 m²,: 200 m²
hos18596259,"Rumah 2 Lantai Di Astanaanyar, Pasir Koja, Kota Bandung","Rp 1,57 Miliar","Astanaanyar, Bandung",2,2,1,: 124 m²,: 150 m²
hos13668412,"Jarang Ada. Cluster Daerah Sudirman Bandung, Pusat Kota Strategis",Rp 790 Juta,"Sudirman, Bandung",2,1,1,: 78 m²,: 45 m²
hos17882844,Rumah Nyaman Murah di Taman Kopo Indah 3 Bandung,"Rp 1,65 Miliar","Taman Kopo Indah, Bandung",4,3,2,: 102 m²,: 170 m²
hos16533339,Rumah Di Kota Baru Parahyangan Tatar Simakirana - 2 Lantai,"Rp 2,7 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 120 m²,: 117 m²
hos18703120,Rumah Modern Minimalis One Gate System di Pinus Regency Bandung,Rp 730 Juta,"Margahayu, Bandung",2,1,1,: 96 m²,: 90 m²
hos14880622,Cigadung,"Rp 2,9 Miliar","Cigadung, Bandung",4,4,1,: 203 m²,: 390 m²
hos16705066,Rumah Di Dalam Cluster Cikutra - Jual Cepat,Rp 2 Miliar,"Cikutra, Bandung",3,3,null,: 144 m²,: 200 m²
hos18141743,Jual Rumah Kbp Kota Baru Parahyangan Tatar Naga Ningrum,"Rp 3,17 Miliar","Kota Baru Parahyangan, Bandung",3,1,1,: 190 m²,: 119 m²
hos18499705,Rumah Murah Bagus 3 Lantai Minimalis Cigadung Bandung Utara,"Rp 1,85 Miliar","Cigadung, Bandung",3,3,1,: 90 m²,: 200 m²
hos18660464,Turun Harga! Jual/Sewa Rumah Cantik 2 Lantai Di Ratnasasih Kota Baru Parahyangan Bandung,"Rp 9,5 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 420 m²,: 400 m²
hos17234005,Hunian Yg Nyaman Dg View Danau Di Tatar Lokacitra Kota Baru Parahyangan Bandung,"Rp 4,2 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 234 m²,: 131 m²
hos18184864,Rumah Cocok Untuk Usaha Maupun Rumah Tinggal Sukaluyu,"Rp 2,5 Miliar","Sukaluyu, Bandung",4,3,2,: 140 m²,: 150 m²
hos18733760,Rumah Baru di Cluster Mulyagolf Residence Cisaranten,Rp 800 Juta,"Arcamanik, Bandung",2,1,1,: 96 m²,: 55 m²
hos18779913,Rumah Mainroad Sayap Bkr Cocok Untuk Segala Usaha Sriwijaya,"Rp 6,2 Miliar","BKR, Bandung",6,5,6,: 519 m²,: 320 m²
hos16618808,Rumah Murah Hitung Tanah di Bukit Ligar Bandung,"Rp 2,2 Miliar","Awiligar, Bandung",5,4,null,: 418 m²,: 400 m²
hos18688640,"Dijual: Rmh 1½ Lt Di Bumi Asri, Gempolsari.",Rp 850 Juta,"Bandung Kidul, Bandung",4,1,1,: 94 m²,: 126 m²
hos18394977,"Nyesel Deh Kalau Ga Beli Rumah Ini, Ga Ada Yang Sekeren Ini Lho","Rp 2,76 Miliar","Padalarang, Bandung",3,2,2,: 126 m²,: 105 m²
hos15067239,Hitung Tanah di Dadali mainroad,"Rp 13,5 Miliar","Dadali, Bandung",6,3,1,: 656 m²,: 480 m²
hos9780143,Kos kosan berjalan,"Rp 6,5 Miliar","Dayeuhkolot, Bandung",30,30,6,: 331 m²,: 600 m²
hos18238376,Rumah Dago Atas,Rp 17 Miliar,"Dago Pakar, Bandung",7,7,3,: 2448 m²,: 965 m²
hos18705649,Rumah Muara,"Rp 4,48 Miliar","Muara, Bandung",5,3,1,: 250 m²,: 325 m²
hos18535042,Rumah Baru Minimalis Jarang Ada Di Gerlong Setiabudi Bandung,"Rp 1,1 Miliar","Setiabudi, Bandung",3,3,2,: 125 m²,: 160 m²
hos18744777,Luxury Home Dago Resort Bandung,Rp 19 Miliar,"Dago, Bandung",5,4,10,: 2259 m²,: 676 m²
hos18744523,Rumah Dibawah Pasaran Jarang Ada Sayap Riau Bandung,"Rp 7,75 Miliar","Riau, Bandung",6,3,3,: 390 m²,: 280 m²
hos18744482,Rumah Harga Menarik Reccomended Sayap Riau Bandung,"Rp 7,75 Miliar","Dago, Bandung",6,3,3,: 390 m²,: 280 m²
hos16568240,Rumah SHM Bagus di Komplek Sulaksana Makmur,"Rp 2,5 Miliar","Antapani, Bandung",6,6,1,: 215 m²,: 200 m²
hos17935902,Rumah 2 Lantai Industrial Di Gegerkalong Permai,"Rp 1,8 Miliar","Setiabudi, Bandung",3,2,2,: 115 m²,: 100 m²
hos18524502,Turuh Harga Lelang Rumah 2 Lantai Di Tatar Pitaloka Kota Baru Parahyangan Bandung,"Rp 2,5 Miliar","Kota Baru Parahyangan, Bandung",5,3,1,: 322 m²,: 488 m²
hos16957429,Murah Hitung Tanah Lebar 12 di Sayap Sudirman Bandung,"Rp 2,85 Miliar","Bandung Kota, Bandung",3,2,3,: 280 m²,: 200 m²
hos18516319,Rumah Baru 2 Lantai Shm Hadap Timur Lokasi Baguus,"Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,2,: 150 m²,: 168 m²
hos18657594,Rumah Baru Minimalis Modern di Batununggal Sayap Buah Batu,"Rp 7,25 Miliar","Batununggal, Bandung",4,4,4,: 300 m²,: 400 m²
hos18354348,Murah.... Rumah Kota Baru Parahyangan View Danau,"Rp 4,68 Miliar","Kota Baru Parahyangan, Bandung",5,3,null,: 480 m²,: 200 m²
hos14452271,Rumah Baru Mekar Wangi 2 Lantai,"Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,1,: 150 m²,: 168 m²
hos10594597,"Rumah Baru Mekar Wangi, Lebar Muka 7.5 Meter","Rp 1,85 Miliar","Mekar Wangi, Bandung",2,3,1,: 75 m²,: 100 m²
hos18720145,Jual Rumah Rasa Villa Di Ciwaruga Bandung Utara Dekat Setiabudi Sarijadi Gegerkalong Bandung,"Rp 1,95 Miliar","Sarijadi, Bandung",4,3,1,: 140 m²,: 150 m²
hos18539244,Rumah Lokasi Strategis Dijual di Mekar Molek Bandung,"Rp 3,05 Miliar","Bojongloa Kidul, Bandung",4,3,null,: 116 m²,: 168 m²
hos16380132,Rumah di Setiabudi Regency Bandung SHM,"Rp 2,5 Miliar","Setiabudi, Bandung",2,2,1,: 300 m²,: 150 m²
hos18780120,"Harga Terbaik Rumah Untuk Usaha Di Lokasi Premium Utk Usaha Di Sayap Riau, Kota Bandung",Rp 18 Miliar,"Riau, Bandung",5,3,1,: 445 m²,: 220 m²
hos17712410,Rumah Bagus SHM Di ciwastra kota bandung,Rp 680 Juta,"Ciwastra, Bandung",2,2,1,: 96 m²,: 60 m²
hos18714682,Rumah Murah Area Buahbatu Turangga Hitung Tanah Strategis,"Rp 1,65 Miliar","Buah Batu, Bandung",2,2,1,: 169 m²,: 100 m²
hos18353415,Rumah Minimalis 2 Lantai Dalam Cluster Pasirluyu Bkr Dekat Buah Batu Bandung,"Rp 1,8 Miliar","BKR, Bandung",3,3,null,: 120 m²,: 200 m²
hos18353412,Rumah Indent Fasilitas Lengkap Dp Cm 6jt All In di Ciwastra,Rp 576 Juta,"Ciwastra, Bandung",2,1,null,: 60 m²,: 40 m²
hos18592313,Dijual Rumah Murah Dan Nyaman Di Jl. Cipaku,"Rp 4,5 Miliar","Cipaku, Bandung",4,4,3,: 520 m²,: 700 m²
hos18703208,"Turun Harga Rumah 2 Lantai Bagus Di Muara Indah, Bandung","Rp 3,75 Miliar","Leuwi Panjang, Bandung",5,4,1,: 240 m²,: 325 m²
hos18539437,Rumah Mewah Keren di Dago Sepang Setra Duta Bandung,"Rp 4,4 Miliar","Setra Duta, Bandung",5,3,1,: 167 m²,: 440 m²
hos14899666,Rumah Lama Lokasi Strategis Area Sukaluyu,"Rp 5,9 Miliar","Sukaluyu, Bandung",6,4,2,: 393 m²,: 300 m²
hos18530265,Rumah Murah Shm Di Komplek Riung Bandung,Rp 825 Juta,"Rancasari, Bandung",3,2,1,: 169 m²,: 80 m²
hos18671417,Rumah Bagus Terawat 2 Lantai Di Antapani,"Rp 2,4 Miliar","Antapani, Bandung",4,3,1,: 230 m²,: 197 m²
hos17164248,Rumah Hitung Tanah di Awiligar Bandung Utara,"Rp 2,2 Miliar","Awiligar, Bandung",5,4,3,: 418 m²,: 400 m²
hos17814122,Rumah Baru 2 Lantai  di Area Turangga Bandung,"Rp 2,45 Miliar","Turangga, Bandung",3,3,null,: 130 m²,: 108 m²
hos15153143,"Rumah Luas 147 m² di Komplek Kawaluyaan Indah 11, Soekarno Hatta",Rp 995 Juta,"Soekarno Hatta, Bandung",4,4,1,: 147 m²,: 100 m²
hos18530953,Rumah Keren 2 Lantai Minimalis Modern Lingkungan Nyaman Strategis di Mekar Wangi Bandung,"Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,1,: 150 m²,: 168 m²
hos17801968,Rumah di Setra Dago Antapani Jalan Lebar One Get System,"Rp 2,8 Miliar","Antapani, Bandung",3,3,2,: 225 m²,: 150 m²
hos18725141,Dijual Rumah Di Kembar Mas Bandung Shm Bagus,"Rp 1,8 Miliar","Bandung Kota, Bandung",3,2,2,: 140 m²,: 120 m²
hos15307627,"Rumah Ada Kontrakan Lt150 140 Harga 1,1m di Arcamanik Bandung","Rp 1,1 Miliar","Arcamanik, Bandung",null,null,null,: 150 m²,: 140 m²
