order,Kecamatan,Latitude,Longitude
18186,Cibeunying Kidul,-6.888530413,107.6632799
18187,Cibeunying Kidul,-6.888530489,107.6632797
18188,Cibeunying Kidul,-6.88853198,107.663275
18189,Cibeunying Kidul,-6.888535359,107.6632659
18190,Cibeunying Kidul,-6.888537523,107.66326
18191,Cibeunying Kidul,-6.888539861,107.6632542
18192,Cibeunying Kidul,-6.888543605,107.663246
18193,Cibeunying Kidul,-6.888543988,107.6632452
18194,Cibeunying Kidul,-6.888547441,107.663238
18195,Cibeunying Kidul,-6.888549672,107.663233
18196,Cibeunying Kidul,-6.888550075,107.663232
18197,Cibeunying Kidul,-6.888553527,107.6632256
18198,Cibeunying Kidul,-6.888555777,107.6632214
18199,Cibeunying Kidul,-6.888559993,107.6632141
18200,Cibeunying Kidul,-6.888563711,107.6632077
18201,Cibeunying Kidul,-6.888566105,107.6632037
18202,Cibeunying Kidul,-6.888567188,107.6632018
18203,Cibeunying Kidul,-6.888571455,107.6631954
18204,Cibeunying Kidul,-6.888575952,107.6631878
18205,Cibeunying Kidul,-6.888580521,107.6631793
18206,Cibeunying Kidul,-6.888585908,107.6631694
18207,Cibeunying Kidul,-6.888588931,107.6631636
18208,Cibeunying Kidul,-6.888590645,107.66316
18209,Cibeunying Kidul,-6.888593778,107.6631537
18210,Cibeunying Kidul,-6.888597812,107.6631454
18211,Cibeunying Kidul,-6.888600239,107.6631405
18212,Cibeunying Kidul,-6.888601986,107.6631372
18213,Cibeunying Kidul,-6.888603214,107.6631347
18214,Cibeunying Kidul,-6.888605408,107.6631306
18215,Cibeunying Kidul,-6.88860637,107.6631286
18216,Cibeunying Kidul,-6.888607694,107.6631253
18217,Cibeunying Kidul,-6.888610719,107.6631196
18218,Cibeunying Kidul,-6.88861972,107.6631019
18219,Cibeunying Kidul,-6.888621253,107.6630979
18220,Cibeunying Kidul,-6.888623544,107.6630935
18221,Cibeunying Kidul,-6.888626111,107.6630896
18222,Cibeunying Kidul,-6.888627461,107.6630863
18223,Cibeunying Kidul,-6.888630032,107.6630824
18224,Cibeunying Kidul,-6.888632868,107.6630766
18225,Cibeunying Kidul,-6.888633779,107.6630748
18226,Cibeunying Kidul,-6.888635706,107.6630705
18227,Cibeunying Kidul,-6.888638635,107.6630648
18228,Cibeunying Kidul,-6.888641733,107.6630591
18229,Cibeunying Kidul,-6.88866217,107.6630284
18230,Cibeunying Kidul,-6.888663533,107.6630259
18231,Cibeunying Kidul,-6.888665497,107.6630226
18232,Cibeunying Kidul,-6.888666681,107.6630198
18233,Cibeunying Kidul,-6.888668795,107.6630165
18234,Cibeunying Kidul,-6.888672654,107.6630096
18235,Cibeunying Kidul,-6.888675562,107.6630044
18236,Cibeunying Kidul,-6.888680229,107.6629952
18237,Cibeunying Kidul,-6.888684657,107.6629876
18238,Cibeunying Kidul,-6.888686456,107.6629839
18239,Cibeunying Kidul,-6.888689248,107.6629795
18240,Cibeunying Kidul,-6.888691527,107.6629741
18241,Cibeunying Kidul,-6.88869348,107.6629717
18242,Cibeunying Kidul,-6.88869487,107.662968
18243,Cibeunying Kidul,-6.888697049,107.6629645
18244,Cibeunying Kidul,-6.888699006,107.662961
18245,Cibeunying Kidul,-6.888702635,107.6629555
18246,Cibeunying Kidul,-6.888707381,107.6629485
18247,Cibeunying Kidul,-6.888709173,107.6629462
18248,Cibeunying Kidul,-6.88871495,107.662939
18249,Cibeunying Kidul,-6.888719771,107.6629337
18250,Cibeunying Kidul,-6.888720796,107.6629326
18251,Cibeunying Kidul,-6.888724032,107.6629295
18252,Cibeunying Kidul,-6.888725907,107.6629278
18253,Cibeunying Kidul,-6.888729058,107.6629251
18254,Cibeunying Kidul,-6.888732425,107.6629223
18255,Cibeunying Kidul,-6.888735691,107.6629196
18256,Cibeunying Kidul,-6.888737355,107.6629188
18257,Cibeunying Kidul,-6.888742035,107.6629146
18258,Cibeunying Kidul,-6.888743278,107.6629135
18259,Cibeunying Kidul,-6.888746541,107.6629108
18260,Cibeunying Kidul,-6.88875018,107.6629091
18261,Cibeunying Kidul,-6.888753814,107.6629054
18262,Cibeunying Kidul,-6.888756307,107.6629025
18263,Cibeunying Kidul,-6.888757587,107.6629007
18264,Cibeunying Kidul,-6.888759575,107.6628927
18265,Cibeunying Kidul,-6.888759416,107.6628904
18266,Cibeunying Kidul,-6.888758827,107.6628861
18267,Cibeunying Kidul,-6.88875878,107.6628821
18268,Cibeunying Kidul,-6.888758764,107.6628819
18269,Cibeunying Kidul,-6.888758596,107.6628788
18270,Cibeunying Kidul,-6.88875864,107.6628756
18271,Cibeunying Kidul,-6.888759118,107.6628733
18272,Cibeunying Kidul,-6.88876004,107.6628708
18273,Cibeunying Kidul,-6.888760841,107.6628674
18274,Cibeunying Kidul,-6.888761891,107.6628639
18275,Cibeunying Kidul,-6.888763191,107.6628613
18276,Cibeunying Kidul,-6.888763864,107.6628599
18277,Cibeunying Kidul,-6.888767407,107.6628525
18278,Cibeunying Kidul,-6.888770339,107.6628477
18279,Cibeunying Kidul,-6.888771326,107.6628466
18280,Cibeunying Kidul,-6.888772848,107.6628459
18281,Cibeunying Kidul,-6.888775604,107.6628443
18282,Cibeunying Kidul,-6.888778427,107.6628424
18283,Cibeunying Kidul,-6.88877872,107.6628421
18284,Cibeunying Kidul,-6.888780971,107.6628405
18285,Cibeunying Kidul,-6.888782357,107.6628391
18286,Cibeunying Kidul,-6.888784045,107.6628375
18287,Cibeunying Kidul,-6.888785854,107.6628359
18288,Cibeunying Kidul,-6.888787534,107.6628343
18289,Cibeunying Kidul,-6.888790139,107.6628309
18290,Cibeunying Kidul,-6.888792962,107.6628272
18291,Cibeunying Kidul,-6.888795492,107.6628239
18292,Cibeunying Kidul,-6.888796678,107.6628223
18293,Cibeunying Kidul,-6.88880067,107.6628173
18294,Cibeunying Kidul,-6.888804383,107.6628121
18295,Cibeunying Kidul,-6.888809089,107.6628054
18296,Cibeunying Kidul,-6.888810744,107.6628032
18297,Cibeunying Kidul,-6.88881222,107.6628014
18298,Cibeunying Kidul,-6.888813253,107.6627991
18299,Cibeunying Kidul,-6.888814412,107.6627963
18300,Cibeunying Kidul,-6.888816429,107.6627932
18301,Cibeunying Kidul,-6.888817142,107.6627912
18302,Cibeunying Kidul,-6.888817827,107.66279
18303,Cibeunying Kidul,-6.88882499,107.6627763
18304,Cibeunying Kidul,-6.888826173,107.6627742
18305,Cibeunying Kidul,-6.88882722,107.6627725
18306,Cibeunying Kidul,-6.888830562,107.6627674
18307,Cibeunying Kidul,-6.888830951,107.6627668
18308,Cibeunying Kidul,-6.888833484,107.6627636
18309,Cibeunying Kidul,-6.888834568,107.6627623
18310,Cibeunying Kidul,-6.888836762,107.6627598
18311,Cibeunying Kidul,-6.888838973,107.6627574
18312,Cibeunying Kidul,-6.888840948,107.662755
18313,Cibeunying Kidul,-6.888843298,107.6627532
18314,Cibeunying Kidul,-6.88884645,107.6627519
18315,Cibeunying Kidul,-6.888850754,107.6627473
18316,Cibeunying Kidul,-6.88885371,107.6627448
18317,Cibeunying Kidul,-6.888856144,107.662741
18318,Cibeunying Kidul,-6.888857992,107.662736
18319,Cibeunying Kidul,-6.888859833,107.6627302
18320,Cibeunying Kidul,-6.888861283,107.6627254
18321,Cibeunying Kidul,-6.888864337,107.6627172
18322,Cibeunying Kidul,-6.888865997,107.6627126
18323,Cibeunying Kidul,-6.888866781,107.6627105
18324,Cibeunying Kidul,-6.888867868,107.6627075
18325,Cibeunying Kidul,-6.888869065,107.6627031
18326,Cibeunying Kidul,-6.888869775,107.6626998
18327,Cibeunying Kidul,-6.888870517,107.6626971
18328,Cibeunying Kidul,-6.888871954,107.6626932
18329,Cibeunying Kidul,-6.888872655,107.6626904
18330,Cibeunying Kidul,-6.888874178,107.6626872
18331,Cibeunying Kidul,-6.88887684,107.6626805
18332,Cibeunying Kidul,-6.888879452,107.6626745
18333,Cibeunying Kidul,-6.888880151,107.6626729
18334,Cibeunying Kidul,-6.88888303,107.6626667
18335,Cibeunying Kidul,-6.888884024,107.6626644
18336,Cibeunying Kidul,-6.888886427,107.6626588
18337,Cibeunying Kidul,-6.888888636,107.6626535
18338,Cibeunying Kidul,-6.888890606,107.6626489
18339,Cibeunying Kidul,-6.888891358,107.662646
18340,Cibeunying Kidul,-6.888892183,107.6626433
18341,Cibeunying Kidul,-6.88889315,107.6626393
18342,Cibeunying Kidul,-6.888893297,107.6626385
18343,Cibeunying Kidul,-6.88889394,107.6626348
18344,Cibeunying Kidul,-6.88889439,107.6626324
18345,Cibeunying Kidul,-6.888894475,107.6626293
18346,Cibeunying Kidul,-6.88889465,107.6626271
18347,Cibeunying Kidul,-6.888894301,107.6626238
18348,Cibeunying Kidul,-6.888894577,107.66262
18349,Cibeunying Kidul,-6.888893619,107.6626152
18350,Cibeunying Kidul,-6.888893899,107.6626115
18351,Cibeunying Kidul,-6.888894494,107.6626062
18352,Cibeunying Kidul,-6.888894748,107.6626039
18353,Cibeunying Kidul,-6.888894672,107.6626013
18354,Cibeunying Kidul,-6.888894919,107.6626002
18355,Cibeunying Kidul,-6.888894752,107.6625968
18356,Cibeunying Kidul,-6.888894404,107.6625935
18357,Cibeunying Kidul,-6.888894234,107.6625891
18358,Cibeunying Kidul,-6.888894307,107.6625849
18359,Cibeunying Kidul,-6.888895065,107.6625811
18360,Cibeunying Kidul,-6.888895841,107.6625775
18361,Cibeunying Kidul,-6.888896007,107.662575
18362,Cibeunying Kidul,-6.888896445,107.6625708
18363,Cibeunying Kidul,-6.888896399,107.6625684
18364,Cibeunying Kidul,-6.888897226,107.6625571
18365,Cibeunying Kidul,-6.888897425,107.6625541
18366,Cibeunying Kidul,-6.888897364,107.662548
18367,Cibeunying Kidul,-6.888897565,107.6625442
18368,Cibeunying Kidul,-6.888897447,107.6625428
18369,Cibeunying Kidul,-6.888897786,107.6625412
18370,Cibeunying Kidul,-6.888897712,107.6625395
18371,Cibeunying Kidul,-6.888897454,107.6625375
18372,Cibeunying Kidul,-6.888897167,107.6625338
18373,Cibeunying Kidul,-6.888896696,107.6625295
18374,Cibeunying Kidul,-6.888896024,107.6625257
18375,Cibeunying Kidul,-6.888895416,107.6625205
18376,Cibeunying Kidul,-6.888895627,107.6625176
18377,Cibeunying Kidul,-6.888895911,107.6625126
18378,Cibeunying Kidul,-6.888895755,107.66251
18379,Cibeunying Kidul,-6.888896787,107.6625056
18380,Cibeunying Kidul,-6.888896583,107.6625025
18381,Cibeunying Kidul,-6.888896607,107.6625017
18382,Cibeunying Kidul,-6.888896603,107.6624964
18383,Cibeunying Kidul,-6.88889662,107.6624955
18384,Cibeunying Kidul,-6.888895863,107.6624928
18385,Cibeunying Kidul,-6.888894834,107.6624903
18386,Cibeunying Kidul,-6.888893896,107.6624884
18387,Cibeunying Kidul,-6.888893741,107.6624825
18388,Cibeunying Kidul,-6.888894312,107.6624783
18389,Cibeunying Kidul,-6.888895614,107.6624734
18390,Cibeunying Kidul,-6.88889656,107.6624694
18391,Cibeunying Kidul,-6.888896734,107.6624678
18392,Cibeunying Kidul,-6.888896983,107.6624645
18393,Cibeunying Kidul,-6.88889699,107.6624608
18394,Cibeunying Kidul,-6.888896748,107.6624571
18395,Cibeunying Kidul,-6.888896168,107.662453
18396,Cibeunying Kidul,-6.888896069,107.6624513
18397,Cibeunying Kidul,-6.888895245,107.6624475
18398,Cibeunying Kidul,-6.888894294,107.6624444
18399,Cibeunying Kidul,-6.888892715,107.662441
18400,Cibeunying Kidul,-6.88888922,107.6624349
18401,Cibeunying Kidul,-6.88888762,107.6624324
18402,Cibeunying Kidul,-6.888886388,107.6624306
18403,Cibeunying Kidul,-6.888885207,107.6624278
18404,Cibeunying Kidul,-6.888884049,107.6624246
18405,Cibeunying Kidul,-6.888882094,107.6624193
18406,Cibeunying Kidul,-6.888880961,107.662417
18407,Cibeunying Kidul,-6.888879443,107.6624136
18408,Cibeunying Kidul,-6.888879029,107.6624126
18409,Cibeunying Kidul,-6.888877596,107.6624108
18410,Cibeunying Kidul,-6.888877148,107.6624088
18411,Cibeunying Kidul,-6.888874703,107.6624051
18412,Cibeunying Kidul,-6.888872321,107.6624005
18413,Cibeunying Kidul,-6.888868821,107.6623958
18414,Cibeunying Kidul,-6.888868364,107.6623953
18415,Cibeunying Kidul,-6.888865056,107.6623922
18416,Cibeunying Kidul,-6.888862849,107.6623906
18417,Cibeunying Kidul,-6.888860066,107.6623891
18418,Cibeunying Kidul,-6.888858387,107.6623882
18419,Cibeunying Kidul,-6.888844218,107.6623807
18420,Cibeunying Kidul,-6.888842405,107.6623799
18421,Cibeunying Kidul,-6.888837407,107.6623777
18422,Cibeunying Kidul,-6.888834996,107.6623766
18423,Cibeunying Kidul,-6.888830303,107.6623747
18424,Cibeunying Kidul,-6.888827132,107.6623732
18425,Cibeunying Kidul,-6.888821655,107.6623712
18426,Cibeunying Kidul,-6.888810795,107.662367
18427,Cibeunying Kidul,-6.888808122,107.6623659
18428,Cibeunying Kidul,-6.888802687,107.6623636
18429,Cibeunying Kidul,-6.888802383,107.6623635
18430,Cibeunying Kidul,-6.88879381,107.6623607
18431,Cibeunying Kidul,-6.88878489,107.662358
18432,Cibeunying Kidul,-6.888784027,107.6623578
18433,Cibeunying Kidul,-6.888777852,107.6623561
18434,Cibeunying Kidul,-6.888771566,107.6623539
18435,Cibeunying Kidul,-6.888765841,107.6623518
18436,Cibeunying Kidul,-6.888763519,107.6623509
18437,Cibeunying Kidul,-6.88875895,107.6623491
18438,Cibeunying Kidul,-6.888754479,107.6623474
18439,Cibeunying Kidul,-6.888745752,107.6623442
18440,Cibeunying Kidul,-6.888744251,107.6623436
18441,Cibeunying Kidul,-6.888739753,107.6623419
18442,Cibeunying Kidul,-6.888731947,107.6623386
18443,Cibeunying Kidul,-6.888724379,107.6623352
18444,Cibeunying Kidul,-6.888719635,107.662333
18445,Cibeunying Kidul,-6.88871032,107.6623288
18446,Cibeunying Kidul,-6.88870876,107.6623281
18447,Cibeunying Kidul,-6.888703488,107.6623254
18448,Cibeunying Kidul,-6.888696462,107.6623216
18449,Cibeunying Kidul,-6.888694221,107.6623203
18450,Cibeunying Kidul,-6.888690787,107.6623185
18451,Cibeunying Kidul,-6.88868604,107.6623156
18452,Cibeunying Kidul,-6.888683302,107.6623137
18453,Cibeunying Kidul,-6.88867997,107.6623111
18454,Cibeunying Kidul,-6.888678706,107.6623102
18455,Cibeunying Kidul,-6.888673652,107.6623052
18456,Cibeunying Kidul,-6.888673377,107.6623049
18457,Cibeunying Kidul,-6.888670624,107.6623018
18458,Cibeunying Kidul,-6.888669253,107.6622997
18459,Cibeunying Kidul,-6.888667399,107.6622977
18460,Cibeunying Kidul,-6.888665863,107.662296
18461,Cibeunying Kidul,-6.888664142,107.6622935
18462,Cibeunying Kidul,-6.888662144,107.6622886
18463,Cibeunying Kidul,-6.888660895,107.662283
18464,Cibeunying Kidul,-6.888660327,107.6622775
18465,Cibeunying Kidul,-6.888660704,107.662274
18466,Cibeunying Kidul,-6.888660527,107.6622694
18467,Cibeunying Kidul,-6.888660573,107.6622658
18468,Cibeunying Kidul,-6.888660817,107.6622632
18469,Cibeunying Kidul,-6.88866102,107.6622569
18470,Cibeunying Kidul,-6.888661739,107.6622472
18471,Cibeunying Kidul,-6.888662051,107.6622433
18472,Cibeunying Kidul,-6.888661976,107.6622404
18473,Cibeunying Kidul,-6.88866176,107.6622347
18474,Cibeunying Kidul,-6.888661881,107.6622318
18475,Cibeunying Kidul,-6.888661971,107.6622287
18476,Cibeunying Kidul,-6.888661862,107.6622251
18477,Cibeunying Kidul,-6.888661952,107.6622201
18478,Cibeunying Kidul,-6.888661989,107.6622177
18479,Cibeunying Kidul,-6.888661916,107.662211
18480,Cibeunying Kidul,-6.888661474,107.6622072
18481,Cibeunying Kidul,-6.88866156,107.6622049
18482,Cibeunying Kidul,-6.888661361,107.6621999
18483,Cibeunying Kidul,-6.888661489,107.6621985
18484,Cibeunying Kidul,-6.8886617,107.6621923
18485,Cibeunying Kidul,-6.88866232,107.6621876
18486,Cibeunying Kidul,-6.888662417,107.6621845
18487,Cibeunying Kidul,-6.888662783,107.662181
18488,Cibeunying Kidul,-6.888662861,107.6621805
18489,Cibeunying Kidul,-6.88866296,107.6621796
18490,Cibeunying Kidul,-6.888663915,107.6621728
18491,Cibeunying Kidul,-6.888666473,107.662157
18492,Cibeunying Kidul,-6.88866693,107.6621531
18493,Cibeunying Kidul,-6.888668442,107.6621434
18494,Cibeunying Kidul,-6.888668581,107.6621423
18495,Cibeunying Kidul,-6.88867038,107.6621338
18496,Cibeunying Kidul,-6.888671252,107.6621291
18497,Cibeunying Kidul,-6.888672772,107.6621229
18498,Cibeunying Kidul,-6.888674153,107.6621175
18499,Cibeunying Kidul,-6.888675834,107.6621104
18500,Cibeunying Kidul,-6.888676104,107.6621084
18501,Cibeunying Kidul,-6.888676724,107.6621032
18502,Cibeunying Kidul,-6.888676904,107.6621014
18503,Cibeunying Kidul,-6.88867721,107.6620963
18504,Cibeunying Kidul,-6.888677548,107.6620941
18505,Cibeunying Kidul,-6.888677781,107.6620895
18506,Cibeunying Kidul,-6.88867781,107.6620887
18507,Cibeunying Kidul,-6.888678215,107.6620808
18508,Cibeunying Kidul,-6.88867863,107.662075
18509,Cibeunying Kidul,-6.888679348,107.662064
18510,Cibeunying Kidul,-6.888679999,107.6620547
18511,Cibeunying Kidul,-6.888680403,107.6620486
18512,Cibeunying Kidul,-6.888680516,107.6620459
18513,Cibeunying Kidul,-6.888680892,107.6620388
18514,Cibeunying Kidul,-6.888681021,107.6620368
18515,Cibeunying Kidul,-6.888682039,107.6620285
18516,Cibeunying Kidul,-6.888682397,107.6620255
18517,Cibeunying Kidul,-6.88868289,107.6620213
18518,Cibeunying Kidul,-6.88868502,107.6620081
18519,Cibeunying Kidul,-6.888686761,107.661999
18520,Cibeunying Kidul,-6.888687588,107.6619944
18521,Cibeunying Kidul,-6.888688703,107.6619903
18522,Cibeunying Kidul,-6.888689716,107.6619871
18523,Cibeunying Kidul,-6.888690648,107.6619843
18524,Cibeunying Kidul,-6.888692276,107.6619809
18525,Cibeunying Kidul,-6.888692933,107.6619779
18526,Cibeunying Kidul,-6.888694867,107.6619728
18527,Cibeunying Kidul,-6.888695824,107.661969
18528,Cibeunying Kidul,-6.888696192,107.6619652
18529,Cibeunying Kidul,-6.888696408,107.6619633
18530,Cibeunying Kidul,-6.888696491,107.6619629
18531,Cibeunying Kidul,-6.888696139,107.6619596
18532,Cibeunying Kidul,-6.888696334,107.6619587
18533,Cibeunying Kidul,-6.888695566,107.6619572
18534,Cibeunying Kidul,-6.888695409,107.6619536
18535,Cibeunying Kidul,-6.88869608,107.6619491
18536,Cibeunying Kidul,-6.888696123,107.6619457
18537,Cibeunying Kidul,-6.888697772,107.6619414
18538,Cibeunying Kidul,-6.888698872,107.6619379
18539,Cibeunying Kidul,-6.888699757,107.661934
18540,Cibeunying Kidul,-6.888703778,107.6619204
18541,Cibeunying Kidul,-6.888705886,107.6619113
18542,Cibeunying Kidul,-6.888706397,107.6619091
18543,Cibeunying Kidul,-6.888708094,107.6619006
18544,Cibeunying Kidul,-6.888708189,107.6619
18545,Cibeunying Kidul,-6.888709502,107.6618927
18546,Cibeunying Kidul,-6.888709635,107.661892
18547,Cibeunying Kidul,-6.888710986,107.6618854
18548,Cibeunying Kidul,-6.888712581,107.6618779
18549,Cibeunying Kidul,-6.888714058,107.6618716
18550,Cibeunying Kidul,-6.888715608,107.6618651
18551,Cibeunying Kidul,-6.888716106,107.6618629
18552,Cibeunying Kidul,-6.888717422,107.6618572
18553,Cibeunying Kidul,-6.888718899,107.6618511
18554,Cibeunying Kidul,-6.888721309,107.6618414
18555,Cibeunying Kidul,-6.888723918,107.6618322
18556,Cibeunying Kidul,-6.888726785,107.6618223
18557,Cibeunying Kidul,-6.888727487,107.6618197
18558,Cibeunying Kidul,-6.888731648,107.6618082
18559,Cibeunying Kidul,-6.888735685,107.6617978
18560,Cibeunying Kidul,-6.888735819,107.6617974
18561,Cibeunying Kidul,-6.888737514,107.661793
18562,Cibeunying Kidul,-6.888739172,107.6617898
18563,Cibeunying Kidul,-6.888740501,107.6617866
18564,Cibeunying Kidul,-6.888743245,107.661782
18565,Cibeunying Kidul,-6.888745595,107.6617782
18566,Cibeunying Kidul,-6.888746608,107.6617765
18567,Cibeunying Kidul,-6.888749313,107.6617719
18568,Cibeunying Kidul,-6.888750557,107.6617696
18569,Cibeunying Kidul,-6.88876192,107.6617546
18570,Cibeunying Kidul,-6.888763586,107.6617518
18571,Cibeunying Kidul,-6.888765994,107.6617483
18572,Cibeunying Kidul,-6.888769382,107.6617428
18573,Cibeunying Kidul,-6.888771058,107.6617402
18574,Cibeunying Kidul,-6.888774905,107.6617339
18575,Cibeunying Kidul,-6.888779289,107.6617266
18576,Cibeunying Kidul,-6.888784774,107.6617196
18577,Cibeunying Kidul,-6.888787172,107.6617181
18578,Cibeunying Kidul,-6.888789838,107.6617165
18579,Cibeunying Kidul,-6.888791508,107.6617152
18580,Cibeunying Kidul,-6.88879424,107.6617114
18581,Cibeunying Kidul,-6.88879612,107.6617098
18582,Cibeunying Kidul,-6.888801376,107.6617052
18583,Cibeunying Kidul,-6.888805955,107.6617007
18584,Cibeunying Kidul,-6.888807292,107.6616996
18585,Cibeunying Kidul,-6.888811742,107.6616956
18586,Cibeunying Kidul,-6.888818313,107.6616897
18587,Cibeunying Kidul,-6.88882391,107.6616844
18588,Cibeunying Kidul,-6.888826584,107.6616816
18589,Cibeunying Kidul,-6.888835998,107.6616729
18590,Cibeunying Kidul,-6.888838222,107.6616706
18591,Cibeunying Kidul,-6.888843385,107.6616655
18592,Cibeunying Kidul,-6.888845421,107.6616632
18593,Cibeunying Kidul,-6.888848662,107.6616598
18594,Cibeunying Kidul,-6.888853643,107.6616531
18595,Cibeunying Kidul,-6.888860484,107.6616445
18596,Cibeunying Kidul,-6.888861553,107.6616432
18597,Cibeunying Kidul,-6.888867913,107.6616352
18598,Cibeunying Kidul,-6.888872623,107.6616293
18599,Cibeunying Kidul,-6.888883147,107.6616161
18600,Cibeunying Kidul,-6.88889428,107.6616033
18601,Cibeunying Kidul,-6.888896921,107.6616004
18602,Cibeunying Kidul,-6.888907206,107.661589
18603,Cibeunying Kidul,-6.888908306,107.6615878
18604,Cibeunying Kidul,-6.888908823,107.6615872
18605,Cibeunying Kidul,-6.888919909,107.6615764
18606,Cibeunying Kidul,-6.888928384,107.6615694
18607,Cibeunying Kidul,-6.88893234,107.6615655
18608,Cibeunying Kidul,-6.888936479,107.6615615
18609,Cibeunying Kidul,-6.888952538,107.6615481
18610,Cibeunying Kidul,-6.88896756,107.6615357
18611,Cibeunying Kidul,-6.888976164,107.6615288
18612,Cibeunying Kidul,-6.888981565,107.6615242
18613,Cibeunying Kidul,-6.888988436,107.6615206
18614,Cibeunying Kidul,-6.888997286,107.6615148
18615,Cibeunying Kidul,-6.888998229,107.6615141
18616,Cibeunying Kidul,-6.889007809,107.6615075
18617,Cibeunying Kidul,-6.889012032,107.6615048
18618,Cibeunying Kidul,-6.889017503,107.6615018
18619,Cibeunying Kidul,-6.889022914,107.6614993
18620,Cibeunying Kidul,-6.889030346,107.6614955
18621,Cibeunying Kidul,-6.889030842,107.6614953
18622,Cibeunying Kidul,-6.889039498,107.6614905
18623,Cibeunying Kidul,-6.889048788,107.6614865
18624,Cibeunying Kidul,-6.889060424,107.6614814
18625,Cibeunying Kidul,-6.889063156,107.66148
18626,Cibeunying Kidul,-6.889077796,107.6614742
18627,Cibeunying Kidul,-6.889081322,107.6614725
18628,Cibeunying Kidul,-6.889095878,107.6614685
18629,Cibeunying Kidul,-6.889113524,107.6614649
18630,Cibeunying Kidul,-6.889118063,107.661464
18631,Cibeunying Kidul,-6.889128414,107.6614625
18632,Cibeunying Kidul,-6.889139661,107.661461
18633,Cibeunying Kidul,-6.889142837,107.6614606
18634,Cibeunying Kidul,-6.889146383,107.6614603
18635,Cibeunying Kidul,-6.889153763,107.6614592
18636,Cibeunying Kidul,-6.889162919,107.6614583
18637,Cibeunying Kidul,-6.889165808,107.6614586
18638,Cibeunying Kidul,-6.889166949,107.6614587
18639,Cibeunying Kidul,-6.889170749,107.6614591
18640,Cibeunying Kidul,-6.889174263,107.6614602
18641,Cibeunying Kidul,-6.889178766,107.6614622
18642,Cibeunying Kidul,-6.889183175,107.6614634
18643,Cibeunying Kidul,-6.889184253,107.6614638
18644,Cibeunying Kidul,-6.889187759,107.6614652
18645,Cibeunying Kidul,-6.889191458,107.6614662
18646,Cibeunying Kidul,-6.889193671,107.6614672
18647,Cibeunying Kidul,-6.889209064,107.6614733
18648,Cibeunying Kidul,-6.889209151,107.6614733
18649,Cibeunying Kidul,-6.889213998,107.6614753
18650,Cibeunying Kidul,-6.889220146,107.6614774
18651,Cibeunying Kidul,-6.889222963,107.6614785
18652,Cibeunying Kidul,-6.889227885,107.6614804
18653,Cibeunying Kidul,-6.889236706,107.661482
18654,Cibeunying Kidul,-6.889240891,107.661483
18655,Cibeunying Kidul,-6.889249683,107.6614836
18656,Cibeunying Kidul,-6.889252819,107.6614838
18657,Cibeunying Kidul,-6.889259905,107.6614842
18658,Cibeunying Kidul,-6.889262968,107.6614843
18659,Cibeunying Kidul,-6.889267423,107.6614843
18660,Cibeunying Kidul,-6.889290317,107.6614826
18661,Cibeunying Kidul,-6.889298356,107.6614821
18662,Cibeunying Kidul,-6.88931347,107.6614813
18663,Cibeunying Kidul,-6.889316258,107.6614808
18664,Cibeunying Kidul,-6.889331402,107.6614792
18665,Cibeunying Kidul,-6.889342128,107.6614782
18666,Cibeunying Kidul,-6.889343775,107.6614779
18667,Cibeunying Kidul,-6.889372263,107.6614739
18668,Cibeunying Kidul,-6.889387087,107.6614717
18669,Cibeunying Kidul,-6.88940099,107.6614692
18670,Cibeunying Kidul,-6.889401472,107.6614691
18671,Cibeunying Kidul,-6.88941126,107.6614679
18672,Cibeunying Kidul,-6.889417034,107.6614674
18673,Cibeunying Kidul,-6.889418795,107.6614673
18674,Cibeunying Kidul,-6.889427003,107.6614667
18675,Cibeunying Kidul,-6.889442515,107.6614651
18676,Cibeunying Kidul,-6.889448816,107.6614646
18677,Cibeunying Kidul,-6.889454021,107.661464
18678,Cibeunying Kidul,-6.889459638,107.6614636
18679,Cibeunying Kidul,-6.889465037,107.6614632
18680,Cibeunying Kidul,-6.889472962,107.6614631
18681,Cibeunying Kidul,-6.889476641,107.6614629
18682,Cibeunying Kidul,-6.889488166,107.6614627
18683,Cibeunying Kidul,-6.889496411,107.661463
18684,Cibeunying Kidul,-6.889499621,107.6614628
18685,Cibeunying Kidul,-6.889507332,107.6614633
18686,Cibeunying Kidul,-6.88951571,107.6614632
18687,Cibeunying Kidul,-6.8895266,107.6614631
18688,Cibeunying Kidul,-6.889537813,107.6614632
18689,Cibeunying Kidul,-6.889540234,107.6614629
18690,Cibeunying Kidul,-6.889546423,107.6614627
18691,Cibeunying Kidul,-6.889553541,107.6614619
18692,Cibeunying Kidul,-6.889555457,107.6614617
18693,Cibeunying Kidul,-6.889566749,107.6614614
18694,Cibeunying Kidul,-6.889568194,107.6614613
18695,Cibeunying Kidul,-6.88957611,107.6614611
18696,Cibeunying Kidul,-6.889583081,107.661461
18697,Cibeunying Kidul,-6.889585486,107.6614609
18698,Cibeunying Kidul,-6.889591611,107.6614608
18699,Cibeunying Kidul,-6.889598973,107.6614608
18700,Cibeunying Kidul,-6.88962454,107.6614599
18701,Cibeunying Kidul,-6.889637409,107.6614595
18702,Cibeunying Kidul,-6.889646275,107.6614591
18703,Cibeunying Kidul,-6.889664325,107.6614588
18704,Cibeunying Kidul,-6.889677258,107.6614583
