order,Kecamatan,Latitude,Longitude
5051,Astanaanyar,-6.919774453,107.5952857
5052,Astanaanyar,-6.919818372,107.5956699
5053,Astanaanyar,-6.919832351,107.5957512
5054,Astanaanyar,-6.91983521,107.5957772
5055,Astanaanyar,-6.919865666,107.5960319
5056,Astanaanyar,-6.919908236,107.5964593
5057,Astanaanyar,-6.9199668,107.597041
5058,Astanaanyar,-6.919976486,107.5971268
5059,Astanaanyar,-6.919973688,107.5971268
5060,Astanaanyar,-6.919982175,107.5972324
5061,Astanaanyar,-6.919982686,107.5972364
5062,Astanaanyar,-6.919999252,107.5973662
5063,Astanaanyar,-6.920047074,107.5977519
5064,Astanaanyar,-6.920111452,107.5983434
5065,Astanaanyar,-6.920117026,107.5983718
5066,Astanaanyar,-6.920165462,107.5987743
5067,Astanaanyar,-6.920276988,107.5997261
5068,Astanaanyar,-6.920283033,107.5997642
5069,Astanaanyar,-6.920288746,107.5998019
5070,Astanaanyar,-6.920364835,107.6004475
5071,Astanaanyar,-6.920378935,107.6005668
5072,Astanaanyar,-6.920402358,107.6007934
5073,Astanaanyar,-6.920426305,107.6010062
5074,Astanaanyar,-6.920447175,107.6011632
5075,Astanaanyar,-6.920477523,107.6014133
5076,Astanaanyar,-6.920507762,107.601699
5077,Astanaanyar,-6.920512467,107.601739
5078,Astanaanyar,-6.920539619,107.6019593
5079,Astanaanyar,-6.920568937,107.6021736
5080,Astanaanyar,-6.920622791,107.6026497
5081,Astanaanyar,-6.920671569,107.6030353
5082,Astanaanyar,-6.920715724,107.6033839
5083,Astanaanyar,-6.920744626,107.6036651
5084,Astanaanyar,-6.920791031,107.6041144
5085,Astanaanyar,-6.920992351,107.6040951
5086,Astanaanyar,-6.921414196,107.6040582
5087,Astanaanyar,-6.922068907,107.6040087
5088,Astanaanyar,-6.922564095,107.603975
5089,Astanaanyar,-6.922770703,107.6039637
5090,Astanaanyar,-6.924850649,107.6038307
5091,Astanaanyar,-6.927217923,107.6036792
5092,Astanaanyar,-6.92729072,107.6036745
5093,Astanaanyar,-6.929290663,107.6035242
5094,Astanaanyar,-6.931811057,107.6033272
5095,Astanaanyar,-6.932540575,107.6032843
5096,Astanaanyar,-6.933591726,107.6032022
5097,Astanaanyar,-6.934209707,107.6031706
5098,Astanaanyar,-6.934849386,107.603168
5099,Astanaanyar,-6.935371706,107.6031478
5100,Astanaanyar,-6.935665524,107.6031374
5101,Astanaanyar,-6.936330789,107.6030903
5102,Astanaanyar,-6.936848191,107.6030328
5103,Astanaanyar,-6.9372782,107.6030049
5104,Astanaanyar,-6.937337516,107.60371
5105,Astanaanyar,-6.937414138,107.6045508
5106,Astanaanyar,-6.937473997,107.6051566
5107,Astanaanyar,-6.937550674,107.6059914
5108,Astanaanyar,-6.937561368,107.6061972
5109,Astanaanyar,-6.937737515,107.6061883
5110,Astanaanyar,-6.937942504,107.6061841
5111,Astanaanyar,-6.938120381,107.6061772
5112,Astanaanyar,-6.938289219,107.6061689
5113,Astanaanyar,-6.93843419,107.6061709
5114,Astanaanyar,-6.938594047,107.6061862
5115,Astanaanyar,-6.93875218,107.6062239
5116,Astanaanyar,-6.938986222,107.6062744
5117,Astanaanyar,-6.939659058,107.6064984
5118,Astanaanyar,-6.940828543,107.6068541
5119,Astanaanyar,-6.941111775,107.6069487
5120,Astanaanyar,-6.94144672,107.607064
5121,Astanaanyar,-6.941714145,107.6071601
5122,Astanaanyar,-6.9420103,107.6072589
5123,Astanaanyar,-6.942121545,107.6072976
5124,Astanaanyar,-6.942416113,107.6073999
5125,Astanaanyar,-6.942882284,107.6075506
5126,Astanaanyar,-6.943273642,107.6076813
5127,Astanaanyar,-6.943529097,107.6077656
5128,Astanaanyar,-6.943703735,107.6078247
5129,Astanaanyar,-6.943940486,107.6079049
5130,Astanaanyar,-6.944206881,107.6079964
5131,Astanaanyar,-6.944431871,107.6080751
5132,Astanaanyar,-6.94454215,107.6081109
5133,Astanaanyar,-6.945338609,107.6083719
5134,Astanaanyar,-6.946251229,107.6086789
5135,Astanaanyar,-6.946620475,107.608803
5136,Astanaanyar,-6.946663426,107.6088175
5137,Astanaanyar,-6.94691007,107.6089004
5138,Astanaanyar,-6.94799111,107.6092925
5139,Astanaanyar,-6.948576123,107.6094999
5140,Astanaanyar,-6.948983134,107.609633
5141,Astanaanyar,-6.949362138,107.609757
5142,Astanaanyar,-6.949848512,107.6099162
5143,Astanaanyar,-6.949987191,107.6099622
5144,Astanaanyar,-6.950112482,107.6100039
5145,Astanaanyar,-6.950973405,107.6102933
5146,Astanaanyar,-6.951699918,107.6105346
5147,Astanaanyar,-6.951929496,107.6106063
5148,Astanaanyar,-6.951984435,107.610624
5149,Astanaanyar,-6.952360103,107.6107484
5150,Astanaanyar,-6.952464031,107.6107829
5151,Astanaanyar,-6.952482932,107.6107891
5152,Astanaanyar,-6.952984448,107.6109559
5153,Astanaanyar,-6.953106071,107.6109964
5154,Astanaanyar,-6.953211049,107.6110313
5155,Astanaanyar,-6.953361069,107.6110812
5156,Astanaanyar,-6.953501734,107.611128
5157,Astanaanyar,-6.953658437,107.6111801
5158,Astanaanyar,-6.953799683,107.6112271
5159,Astanaanyar,-6.95396068,107.6112806
5160,Astanaanyar,-6.954109904,107.6113302
5161,Astanaanyar,-6.954201853,107.6113608
5162,Astanaanyar,-6.954358698,107.6114065
5163,Astanaanyar,-6.954610564,107.6114794
5164,Astanaanyar,-6.95495082,107.6115941
5165,Astanaanyar,-6.955278268,107.6117007
5166,Astanaanyar,-6.955796926,107.6118705
5167,Astanaanyar,-6.955928478,107.6119069
5168,Astanaanyar,-6.955960859,107.6119212
5169,Astanaanyar,-6.956543336,107.6121428
5170,Astanaanyar,-6.95668014,107.6121886
5171,Astanaanyar,-6.957512137,107.6124672
5172,Astanaanyar,-6.957531356,107.6123866
5173,Astanaanyar,-6.957567027,107.612214
5174,Astanaanyar,-6.95765932,107.612183
5175,Astanaanyar,-6.957668727,107.612046
5176,Astanaanyar,-6.957658193,107.6119382
5177,Astanaanyar,-6.95766759,107.6117635
5178,Astanaanyar,-6.957669723,107.6116678
5179,Astanaanyar,-6.957809054,107.6116564
5180,Astanaanyar,-6.957795954,107.6115493
5181,Astanaanyar,-6.957779752,107.6114518
5182,Astanaanyar,-6.957754623,107.6112913
5183,Astanaanyar,-6.957727867,107.61111
5184,Astanaanyar,-6.957702147,107.6109706
5185,Astanaanyar,-6.957407237,107.611017
5186,Astanaanyar,-6.957276724,107.6110388
5187,Astanaanyar,-6.957274954,107.6109868
5188,Astanaanyar,-6.957169993,107.6109764
5189,Astanaanyar,-6.957141688,107.6109722
5190,Astanaanyar,-6.957130766,107.6109706
5191,Astanaanyar,-6.957061364,107.6109603
5192,Astanaanyar,-6.957058762,107.6109501
5193,Astanaanyar,-6.957061956,107.6109101
5194,Astanaanyar,-6.957062358,107.6109031
5195,Astanaanyar,-6.957063914,107.6108762
5196,Astanaanyar,-6.957065768,107.6108442
5197,Astanaanyar,-6.957065816,107.6108434
5198,Astanaanyar,-6.957066414,107.610833
5199,Astanaanyar,-6.957066467,107.6108214
5200,Astanaanyar,-6.957066768,107.6107551
5201,Astanaanyar,-6.957066785,107.6107516
5202,Astanaanyar,-6.95706683,107.6107416
5203,Astanaanyar,-6.957060145,107.6106147
5204,Astanaanyar,-6.957016726,107.6106579
5205,Astanaanyar,-6.956998112,107.6106755
5206,Astanaanyar,-6.956990408,107.6106813
5207,Astanaanyar,-6.956976977,107.6106881
5208,Astanaanyar,-6.956966873,107.6106932
5209,Astanaanyar,-6.956959129,107.6106965
5210,Astanaanyar,-6.95668764,107.6108119
5211,Astanaanyar,-6.956641024,107.6108317
5212,Astanaanyar,-6.956613504,107.6108434
5213,Astanaanyar,-6.956605729,107.6108467
5214,Astanaanyar,-6.956570377,107.6108582
5215,Astanaanyar,-6.956548238,107.6108661
5216,Astanaanyar,-6.956526905,107.6108721
5217,Astanaanyar,-6.956509022,107.6108769
5218,Astanaanyar,-6.956491341,107.6108809
5219,Astanaanyar,-6.956434181,107.610888
5220,Astanaanyar,-6.956295032,107.6108999
5221,Astanaanyar,-6.956258475,107.610903
5222,Astanaanyar,-6.956042938,107.6109215
5223,Astanaanyar,-6.955915278,107.6109285
5224,Astanaanyar,-6.955808991,107.6109344
5225,Astanaanyar,-6.955758433,107.6109372
5226,Astanaanyar,-6.955732557,107.6109386
5227,Astanaanyar,-6.955703677,107.6109383
5228,Astanaanyar,-6.955690887,107.6109414
5229,Astanaanyar,-6.955662423,107.6109446
5230,Astanaanyar,-6.955647583,107.6109481
5231,Astanaanyar,-6.955628505,107.6109566
5232,Astanaanyar,-6.955619588,107.610963
5233,Astanaanyar,-6.955606615,107.610972
5234,Astanaanyar,-6.955594876,107.6109819
5235,Astanaanyar,-6.95558193,107.6109944
5236,Astanaanyar,-6.955563531,107.6110138
5237,Astanaanyar,-6.955517734,107.6110706
5238,Astanaanyar,-6.955459866,107.6111424
5239,Astanaanyar,-6.955423168,107.6111794
5240,Astanaanyar,-6.955418309,107.6111843
5241,Astanaanyar,-6.955404661,107.6111931
5242,Astanaanyar,-6.955388977,107.6112004
5243,Astanaanyar,-6.955366779,107.6112075
5244,Astanaanyar,-6.95535395,107.6112102
5245,Astanaanyar,-6.955341856,107.6112115
5246,Astanaanyar,-6.955341327,107.6112116
5247,Astanaanyar,-6.955325236,107.6112112
5248,Astanaanyar,-6.955308744,107.6112096
5249,Astanaanyar,-6.955288996,107.6112065
5250,Astanaanyar,-6.955284211,107.6112049
5251,Astanaanyar,-6.955281436,107.6112039
5252,Astanaanyar,-6.955250111,107.6111934
5253,Astanaanyar,-6.955191332,107.6111663
5254,Astanaanyar,-6.95512989,107.611138
5255,Astanaanyar,-6.955098247,107.6111234
5256,Astanaanyar,-6.955077315,107.6111138
5257,Astanaanyar,-6.954990754,107.6110739
5258,Astanaanyar,-6.954982443,107.6110696
5259,Astanaanyar,-6.954762759,107.6109556
5260,Astanaanyar,-6.95475889,107.6109535
5261,Astanaanyar,-6.95472795,107.6109372
5262,Astanaanyar,-6.954708201,107.610925
5263,Astanaanyar,-6.95469049,107.6109132
5264,Astanaanyar,-6.954676043,107.6109013
5265,Astanaanyar,-6.954658744,107.6108854
5266,Astanaanyar,-6.954647349,107.6108722
5267,Astanaanyar,-6.954635341,107.6108536
5268,Astanaanyar,-6.954563968,107.6107238
5269,Astanaanyar,-6.954545826,107.6106908
5270,Astanaanyar,-6.954410028,107.6104234
5271,Astanaanyar,-6.954407297,107.610418
5272,Astanaanyar,-6.954394048,107.6103917
5273,Astanaanyar,-6.954364981,107.6103338
5274,Astanaanyar,-6.954316824,107.6102374
5275,Astanaanyar,-6.954244155,107.6100919
5276,Astanaanyar,-6.954243926,107.6100914
5277,Astanaanyar,-6.954237919,107.6100791
5278,Astanaanyar,-6.954230632,107.610068
5279,Astanaanyar,-6.954214503,107.610046
5280,Astanaanyar,-6.954195419,107.6100227
5281,Astanaanyar,-6.95418413,107.6100124
5282,Astanaanyar,-6.954179238,107.6100079
5283,Astanaanyar,-6.95416784,107.6100002
5284,Astanaanyar,-6.954153178,107.6099928
5285,Astanaanyar,-6.954135877,107.6099855
5286,Astanaanyar,-6.954135659,107.6099854
5287,Astanaanyar,-6.954115314,107.6099779
5288,Astanaanyar,-6.953904769,107.6099299
5289,Astanaanyar,-6.953790371,107.6099038
5290,Astanaanyar,-6.953673506,107.6098777
5291,Astanaanyar,-6.953639091,107.6098717
5292,Astanaanyar,-6.953619954,107.6098679
5293,Astanaanyar,-6.953604655,107.6098651
5294,Astanaanyar,-6.953568446,107.6098586
5295,Astanaanyar,-6.953542847,107.6098546
5296,Astanaanyar,-6.953508397,107.6098491
5297,Astanaanyar,-6.953369609,107.609827
5298,Astanaanyar,-6.953289761,107.6098143
5299,Astanaanyar,-6.953279962,107.6098122
5300,Astanaanyar,-6.953176204,107.6097902
5301,Astanaanyar,-6.953150727,107.6097848
5302,Astanaanyar,-6.953141251,107.6097839
5303,Astanaanyar,-6.953136389,107.6097834
5304,Astanaanyar,-6.953120103,107.6097804
5305,Astanaanyar,-6.95310076,107.6097763
5306,Astanaanyar,-6.95308549,107.6097712
5307,Astanaanyar,-6.952917205,107.6097084
5308,Astanaanyar,-6.952860515,107.6096872
5309,Astanaanyar,-6.952746633,107.6096435
5310,Astanaanyar,-6.952695495,107.6096239
5311,Astanaanyar,-6.952583941,107.6095811
5312,Astanaanyar,-6.952552896,107.6095686
5313,Astanaanyar,-6.952528688,107.6095595
5314,Astanaanyar,-6.952506885,107.6095474
5315,Astanaanyar,-6.952494521,107.6095378
5316,Astanaanyar,-6.952485832,107.609529
5317,Astanaanyar,-6.95247778,107.6095191
5318,Astanaanyar,-6.952468925,107.6095058
5319,Astanaanyar,-6.952459929,107.6094903
5320,Astanaanyar,-6.952436812,107.6094379
5321,Astanaanyar,-6.952430624,107.6094214
5322,Astanaanyar,-6.952406027,107.6093559
5323,Astanaanyar,-6.952369162,107.6092577
5324,Astanaanyar,-6.952347434,107.6091959
5325,Astanaanyar,-6.952331776,107.6091626
5326,Astanaanyar,-6.952326152,107.6091524
5327,Astanaanyar,-6.952317469,107.6091367
5328,Astanaanyar,-6.952304117,107.6091162
5329,Astanaanyar,-6.952292095,107.6090987
5330,Astanaanyar,-6.952275215,107.6090788
5331,Astanaanyar,-6.952248168,107.6090447
5332,Astanaanyar,-6.95219528,107.6089814
5333,Astanaanyar,-6.952151811,107.608939
5334,Astanaanyar,-6.952026311,107.6088169
5335,Astanaanyar,-6.952006873,107.6088055
5336,Astanaanyar,-6.951989407,107.6087969
5337,Astanaanyar,-6.95196958,107.6087857
5338,Astanaanyar,-6.951953554,107.6087767
5339,Astanaanyar,-6.951937815,107.608771
5340,Astanaanyar,-6.951917897,107.6087678
5341,Astanaanyar,-6.951883078,107.6087661
5342,Astanaanyar,-6.951864621,107.6087652
5343,Astanaanyar,-6.951701815,107.6087531
5344,Astanaanyar,-6.951690061,107.6087522
5345,Astanaanyar,-6.951661396,107.6087501
5346,Astanaanyar,-6.951600606,107.6087456
5347,Astanaanyar,-6.95157079,107.6087425
5348,Astanaanyar,-6.951563638,107.6087418
5349,Astanaanyar,-6.951556109,107.6087411
5350,Astanaanyar,-6.951539062,107.6087395
5351,Astanaanyar,-6.95151347,107.6087345
5352,Astanaanyar,-6.951502308,107.6087316
5353,Astanaanyar,-6.951488309,107.6087251
5354,Astanaanyar,-6.951477567,107.6087179
5355,Astanaanyar,-6.951471087,107.6087116
5356,Astanaanyar,-6.951460769,107.6086981
5357,Astanaanyar,-6.951447043,107.6086773
5358,Astanaanyar,-6.951446223,107.6086761
5359,Astanaanyar,-6.951424721,107.6086388
5360,Astanaanyar,-6.951268309,107.6083671
5361,Astanaanyar,-6.951252268,107.6083393
5362,Astanaanyar,-6.951236407,107.6083117
5363,Astanaanyar,-6.951193169,107.6082367
5364,Astanaanyar,-6.951172119,107.6082052
5365,Astanaanyar,-6.951047314,107.6080185
5366,Astanaanyar,-6.951030093,107.6079927
5367,Astanaanyar,-6.950964638,107.6078894
5368,Astanaanyar,-6.950907041,107.6077985
5369,Astanaanyar,-6.950890494,107.6077657
5370,Astanaanyar,-6.950889067,107.6077627
5371,Astanaanyar,-6.950877388,107.6077386
5372,Astanaanyar,-6.95086671,107.6077133
5373,Astanaanyar,-6.950860462,107.6076975
5374,Astanaanyar,-6.950855455,107.6076779
5375,Astanaanyar,-6.95084727,107.6076382
5376,Astanaanyar,-6.950840336,107.6075894
5377,Astanaanyar,-6.950835651,107.6075359
5378,Astanaanyar,-6.950834503,107.6075164
5379,Astanaanyar,-6.950834429,107.6075059
5380,Astanaanyar,-6.950834407,107.6075027
5381,Astanaanyar,-6.950834231,107.6074775
5382,Astanaanyar,-6.950833291,107.60745
5383,Astanaanyar,-6.950831118,107.6073869
5384,Astanaanyar,-6.950832221,107.6072979
5385,Astanaanyar,-6.950832483,107.6072768
5386,Astanaanyar,-6.950829373,107.6072064
5387,Astanaanyar,-6.950825853,107.6071711
5388,Astanaanyar,-6.950821674,107.6071522
5389,Astanaanyar,-6.950814484,107.6071319
5390,Astanaanyar,-6.950803635,107.6071098
5391,Astanaanyar,-6.950791336,107.6070917
5392,Astanaanyar,-6.950772104,107.607069
5393,Astanaanyar,-6.950739965,107.6070348
5394,Astanaanyar,-6.950610906,107.6068974
5395,Astanaanyar,-6.950586477,107.6068714
5396,Astanaanyar,-6.950440466,107.6067252
5397,Astanaanyar,-6.950399398,107.6066841
5398,Astanaanyar,-6.950372491,107.6066562
5399,Astanaanyar,-6.950239249,107.6065184
5400,Astanaanyar,-6.950221548,107.6065001
5401,Astanaanyar,-6.950215165,107.6064935
5402,Astanaanyar,-6.950200583,107.6064814
5403,Astanaanyar,-6.950193281,107.6064763
5404,Astanaanyar,-6.950184962,107.6064724
5405,Astanaanyar,-6.950173596,107.6064687
5406,Astanaanyar,-6.950163445,107.6064675
5407,Astanaanyar,-6.950149633,107.6064666
5408,Astanaanyar,-6.950137433,107.6064668
5409,Astanaanyar,-6.950121585,107.6064679
5410,Astanaanyar,-6.950096565,107.6064754
5411,Astanaanyar,-6.950096209,107.6064755
5412,Astanaanyar,-6.950075632,107.6064822
5413,Astanaanyar,-6.950072003,107.6064827
5414,Astanaanyar,-6.950066384,107.6064852
5415,Astanaanyar,-6.949928787,107.6065473
5416,Astanaanyar,-6.949866914,107.6065753
5417,Astanaanyar,-6.94983547,107.60657
5418,Astanaanyar,-6.949807912,107.6065647
5419,Astanaanyar,-6.949799471,107.6065652
5420,Astanaanyar,-6.949669476,107.6064506
5421,Astanaanyar,-6.949593702,107.6063405
5422,Astanaanyar,-6.94956493,107.6062987
5423,Astanaanyar,-6.949479663,107.6061894
5424,Astanaanyar,-6.949461529,107.6061624
5425,Astanaanyar,-6.949460645,107.6061615
5426,Astanaanyar,-6.949446866,107.6061513
5427,Astanaanyar,-6.949434498,107.6061441
5428,Astanaanyar,-6.949261051,107.606064
5429,Astanaanyar,-6.94923389,107.6060492
5430,Astanaanyar,-6.949182574,107.6060213
5431,Astanaanyar,-6.949074222,107.6059623
5432,Astanaanyar,-6.949025603,107.6059234
5433,Astanaanyar,-6.948983976,107.6058744
5434,Astanaanyar,-6.948969555,107.6058481
5435,Astanaanyar,-6.948960223,107.6058252
5436,Astanaanyar,-6.948951284,107.6058034
5437,Astanaanyar,-6.948936839,107.6057625
5438,Astanaanyar,-6.948915021,107.605725
5439,Astanaanyar,-6.948896365,107.6056512
5440,Astanaanyar,-6.94889667,107.6056414
5441,Astanaanyar,-6.948893846,107.605625
5442,Astanaanyar,-6.948892325,107.6055936
5443,Astanaanyar,-6.948893885,107.6055483
5444,Astanaanyar,-6.948897498,107.6055057
5445,Astanaanyar,-6.948908761,107.6054085
5446,Astanaanyar,-6.948914326,107.6053604
5447,Astanaanyar,-6.948922242,107.6052921
5448,Astanaanyar,-6.948940835,107.6051697
5449,Astanaanyar,-6.948953709,107.6050816
5450,Astanaanyar,-6.948956536,107.6050623
5451,Astanaanyar,-6.948959424,107.6050334
5452,Astanaanyar,-6.948959949,107.6050249
5453,Astanaanyar,-6.948965343,107.6049381
5454,Astanaanyar,-6.948965969,107.6048933
5455,Astanaanyar,-6.948964674,107.6048675
5456,Astanaanyar,-6.948962864,107.6048533
5457,Astanaanyar,-6.948959424,107.6048412
5458,Astanaanyar,-6.948953671,107.6048274
5459,Astanaanyar,-6.948936536,107.6047912
5460,Astanaanyar,-6.948934617,107.6047878
5461,Astanaanyar,-6.948922909,107.6047667
5462,Astanaanyar,-6.948891105,107.6047312
5463,Astanaanyar,-6.948861357,107.604703
5464,Astanaanyar,-6.948818386,107.6046637
5465,Astanaanyar,-6.948795838,107.6046455
5466,Astanaanyar,-6.948761577,107.6046231
5467,Astanaanyar,-6.948679695,107.6045705
5468,Astanaanyar,-6.948601215,107.6045194
5469,Astanaanyar,-6.948558178,107.6044913
5470,Astanaanyar,-6.948435094,107.6044013
5471,Astanaanyar,-6.94837955,107.6043609
5472,Astanaanyar,-6.948326452,107.6043161
5473,Astanaanyar,-6.948321479,107.604311
5474,Astanaanyar,-6.948226129,107.6042149
5475,Astanaanyar,-6.948178786,107.6041663
5476,Astanaanyar,-6.948160511,107.604147
5477,Astanaanyar,-6.948115556,107.6041049
5478,Astanaanyar,-6.948102548,107.604097
5479,Astanaanyar,-6.948071882,107.6040797
5480,Astanaanyar,-6.948051853,107.6040709
5481,Astanaanyar,-6.948035917,107.604064
5482,Astanaanyar,-6.948014155,107.6040545
5483,Astanaanyar,-6.947927045,107.6040165
5484,Astanaanyar,-6.9478759,107.6039942
5485,Astanaanyar,-6.947829191,107.6039739
5486,Astanaanyar,-6.947804479,107.6039649
5487,Astanaanyar,-6.94768248,107.6039407
5488,Astanaanyar,-6.947590648,107.6039224
5489,Astanaanyar,-6.947572203,107.6039189
5490,Astanaanyar,-6.947551728,107.603915
5491,Astanaanyar,-6.947513929,107.6039077
5492,Astanaanyar,-6.947508623,107.6039067
5493,Astanaanyar,-6.947487709,107.6039027
5494,Astanaanyar,-6.947416923,107.6038892
5495,Astanaanyar,-6.947386231,107.6038833
5496,Astanaanyar,-6.947382615,107.6038826
5497,Astanaanyar,-6.947328427,107.6038723
5498,Astanaanyar,-6.947313946,107.6038695
5499,Astanaanyar,-6.947309766,107.6038687
5500,Astanaanyar,-6.947022484,107.6038137
5501,Astanaanyar,-6.947013846,107.6038124
5502,Astanaanyar,-6.946987975,107.6038083
5503,Astanaanyar,-6.94695965,107.6038072
5504,Astanaanyar,-6.946867753,107.6038109
5505,Astanaanyar,-6.946844764,107.6038124
5506,Astanaanyar,-6.946694048,107.6038221
5507,Astanaanyar,-6.946688621,107.6038224
5508,Astanaanyar,-6.946669128,107.6038237
5509,Astanaanyar,-6.946600649,107.6038215
5510,Astanaanyar,-6.94658645,107.6038221
5511,Astanaanyar,-6.946545042,107.6038237
5512,Astanaanyar,-6.946519667,107.6038247
5513,Astanaanyar,-6.946508835,107.6038244
5514,Astanaanyar,-6.946496637,107.6038211
5515,Astanaanyar,-6.946484407,107.6038178
5516,Astanaanyar,-6.9463821,107.6037825
5517,Astanaanyar,-6.946373499,107.6037796
5518,Astanaanyar,-6.946329471,107.6037633
5519,Astanaanyar,-6.946328599,107.6037631
5520,Astanaanyar,-6.94621887,107.6037321
5521,Astanaanyar,-6.946034508,107.6036953
5522,Astanaanyar,-6.945817326,107.603652
5523,Astanaanyar,-6.945278935,107.6035446
5524,Astanaanyar,-6.945192427,107.6035245
5525,Astanaanyar,-6.945179643,107.6035215
5526,Astanaanyar,-6.945112284,107.6035059
5527,Astanaanyar,-6.945085956,107.6035
5528,Astanaanyar,-6.944870342,107.6034458
5529,Astanaanyar,-6.944820828,107.6034334
5530,Astanaanyar,-6.944799331,107.6034263
5531,Astanaanyar,-6.944790701,107.6034198
5532,Astanaanyar,-6.944773691,107.6033988
5533,Astanaanyar,-6.944691591,107.6032622
5534,Astanaanyar,-6.94467554,107.6032166
5535,Astanaanyar,-6.944658938,107.6031694
5536,Astanaanyar,-6.944638773,107.6031121
5537,Astanaanyar,-6.944636091,107.6030905
5538,Astanaanyar,-6.944636021,107.6030819
5539,Astanaanyar,-6.944637469,107.6030683
5540,Astanaanyar,-6.944644564,107.6030055
5541,Astanaanyar,-6.944655198,107.6029516
5542,Astanaanyar,-6.944701794,107.6027473
5543,Astanaanyar,-6.94470707,107.6027112
5544,Astanaanyar,-6.944707226,107.6026565
5545,Astanaanyar,-6.944704898,107.6026449
5546,Astanaanyar,-6.944703778,107.6026393
5547,Astanaanyar,-6.944698043,107.6026255
5548,Astanaanyar,-6.944684022,107.6026068
5549,Astanaanyar,-6.944654772,107.6025817
5550,Astanaanyar,-6.944639562,107.6025769
5551,Astanaanyar,-6.944629657,107.6025753
5552,Astanaanyar,-6.944620748,107.6025751
5553,Astanaanyar,-6.944439681,107.6025811
5554,Astanaanyar,-6.944416694,107.6025819
5555,Astanaanyar,-6.944404809,107.6025807
5556,Astanaanyar,-6.944386955,107.6025752
5557,Astanaanyar,-6.944383811,107.602574
5558,Astanaanyar,-6.944308417,107.6025445
5559,Astanaanyar,-6.944285689,107.6025356
5560,Astanaanyar,-6.944278752,107.602535
5561,Astanaanyar,-6.944272489,107.602535
5562,Astanaanyar,-6.944130463,107.6025649
5563,Astanaanyar,-6.94412801,107.6025654
5564,Astanaanyar,-6.943990249,107.6025821
5565,Astanaanyar,-6.943911355,107.6025873
5566,Astanaanyar,-6.943674177,107.6026066
5567,Astanaanyar,-6.943535287,107.6026178
5568,Astanaanyar,-6.943433148,107.6026261
5569,Astanaanyar,-6.943357429,107.6026322
5570,Astanaanyar,-6.94334088,107.602631
5571,Astanaanyar,-6.943277801,107.6026165
5572,Astanaanyar,-6.943189683,107.6025769
5573,Astanaanyar,-6.94318135,107.6025705
5574,Astanaanyar,-6.943113372,107.6025084
5575,Astanaanyar,-6.943109192,107.6025028
5576,Astanaanyar,-6.943099766,107.6024766
5577,Astanaanyar,-6.943080564,107.6024055
5578,Astanaanyar,-6.943080025,107.6023951
5579,Astanaanyar,-6.943080006,107.6023871
5580,Astanaanyar,-6.943084557,107.6022181
5581,Astanaanyar,-6.943084263,107.6022009
5582,Astanaanyar,-6.943079833,107.6021629
5583,Astanaanyar,-6.943068874,107.602069
5584,Astanaanyar,-6.943064411,107.6020508
5585,Astanaanyar,-6.943051902,107.6020255
5586,Astanaanyar,-6.943044774,107.602011
5587,Astanaanyar,-6.943041413,107.6020042
5588,Astanaanyar,-6.943030447,107.6019886
5589,Astanaanyar,-6.943015843,107.6019723
5590,Astanaanyar,-6.942993545,107.601955
5591,Astanaanyar,-6.942769293,107.6018188
5592,Astanaanyar,-6.942602261,107.6017172
5593,Astanaanyar,-6.94227157,107.6015165
5594,Astanaanyar,-6.942258125,107.6015083
5595,Astanaanyar,-6.942071307,107.6013949
5596,Astanaanyar,-6.942060399,107.6013854
5597,Astanaanyar,-6.942059992,107.601385
5598,Astanaanyar,-6.942040429,107.6013617
5599,Astanaanyar,-6.941815641,107.6010486
5600,Astanaanyar,-6.94175872,107.6009699
5601,Astanaanyar,-6.94161538,107.6007718
5602,Astanaanyar,-6.941605905,107.6007588
5603,Astanaanyar,-6.941572131,107.6007121
5604,Astanaanyar,-6.941465535,107.6005604
5605,Astanaanyar,-6.941292148,107.6003163
5606,Astanaanyar,-6.94114887,107.6001146
5607,Astanaanyar,-6.941076128,107.6000122
5608,Astanaanyar,-6.941050933,107.5999841
5609,Astanaanyar,-6.940988706,107.5999446
5610,Astanaanyar,-6.940866904,107.5998674
5611,Astanaanyar,-6.940514097,107.5996382
5612,Astanaanyar,-6.940512456,107.5996369
5613,Astanaanyar,-6.940443238,107.5995929
5614,Astanaanyar,-6.940408692,107.5995646
5615,Astanaanyar,-6.940328837,107.5994994
5616,Astanaanyar,-6.940219282,107.5994098
5617,Astanaanyar,-6.940211531,107.5994035
5618,Astanaanyar,-6.940200712,107.5994005
5619,Astanaanyar,-6.940195747,107.5993996
5620,Astanaanyar,-6.940188978,107.5993996
5621,Astanaanyar,-6.939938593,107.5993863
5622,Astanaanyar,-6.939931993,107.599387
5623,Astanaanyar,-6.939776988,107.5994135
5624,Astanaanyar,-6.93957236,107.5994485
5625,Astanaanyar,-6.939241326,107.5995051
5626,Astanaanyar,-6.939055007,107.5995348
5627,Astanaanyar,-6.939023238,107.599533
5628,Astanaanyar,-6.938854686,107.5995157
5629,Astanaanyar,-6.938839591,107.5995141
5630,Astanaanyar,-6.938829507,107.5995131
5631,Astanaanyar,-6.938669487,107.5994966
5632,Astanaanyar,-6.938493026,107.5994785
5633,Astanaanyar,-6.938298464,107.5994659
5634,Astanaanyar,-6.938198275,107.5994594
