id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,harga_rp,luas_tanah_sqm,luas_bangunan_sqm,kecamatan,wilayah,segmen_harga,segmen_lt,latitude,longitude,jarak_pusat_kota(km)
hos13877520,"Dijual Rumah Lama Layak Huni, Butuh Cepat, Buahbatu, Kota Bandung","Rp 3,9 Miliar","Bandung Kota, Bandung",3,2,1,3900000000,400,260,Sumur Bandung,Bandung Tengah,3-7M,400-800sqm,-6.9143889000000005,107.61702181771668,0.86
hos13886087,Rumah 2 lantai di Margahayu Raya row jalan lebar,"Rp 2,93 Miliar","Soekarno Hatta, Bandung",5,3,3,2930000000,216,212,Kiaracondong,Bandung Tengah,1.5-3M,200-400sqm,-6.9247499,107.6462773,4.28
hos14011743,Rumah Baru 2 Lantai Dalam Cluster Nyaman Di Kota Bandung,"Rp 1,56 Miliar","Bandung Kota, Bandung",3,2,1,1560000000,90,76,Sumur Bandung,Bandung Tengah,1.5-3M,60-120sqm,-6.9143889000000005,107.61702181771668,0.86
hos14096628,Rumah Di Jl. Cigadung Selatan Bandung Shm Bagus,"Rp 4,4 Miliar","Cigadung, Bandung",4,3,1,4400000000,448,450,Cibeunying Kaler,Bandung Utara,3-7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos14108527,R Cibolerang,Rp 630 Juta,"Babakanciparay, Bandung",3,1,1,630000000,101,200,Babakan Ciparay,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.94029745,107.57568267684286,5.0
hos14225160,Rumah Gg Pasirluyu,Rp 395 Juta,"Regol, Bandung",3,1,1,395000000,68,130,Regol,Bandung Selatan,<500 Juta,60-120sqm,-6.939712849999999,107.613796906891,3.21
hos14232254,"Rumah 2 Lantai Bagus SHM di Sayap Turangga, Bandung","Rp 2,3 Miliar","Turangga, Bandung",3,2,1,2300000000,140,210,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos14295590,Dijual Cepat! Rumah Mewah Margahayu Metro/mtc Buah Batu,"Rp 2,5 Miliar","Buah Batu, Bandung",7,4,1,2500000000,273,250,Buah Batu,Bandung Selatan,1.5-3M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos14349264,Rumah Minimalis Modern di Jl. Ciateul Bandung 2 Lantai SHM Bagus,"Rp 3,25 Miliar","Ciateul, Bandung",4,3,1,3250000000,237,270,Regol,Bandung Selatan,3-7M,200-400sqm,-6.939712849999999,107.613796906891,3.21
hos14547465,Rumah Dijual di Perumahan Sanggar Hurip Bandung,"Rp 1,85 Miliar","Soekarno Hatta, Bandung",4,2,1,1850000000,168,120,Kiaracondong,Bandung Tengah,1.5-3M,120-200sqm,-6.9247499,107.6462773,4.28
hos14753455,Rumah Murah Griya Caraka Cisaranten,Rp 850 Juta,"Arcamanik, Bandung",3,1,1,850000000,180,100,Arcamanik,Bandung Timur,500 juta-1.5M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos14857369,RUMAH MURAH PERMATA KOPO INTERIOR BAGUS 380 JUTA KOPO BANDUNG,Rp 380 Juta,"Kopo, Bandung",2,2,1,380000000,62,45,Bojongloa Kaler,Bandung Selatan,<500 Juta,60-120sqm,-6.93232645,107.59074740446374,3.19
hos15065357,Rumah KEMBAR Termurah,Rp 690 Juta,"Regol, Bandung",3,3,1,690000000,70,102,Regol,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.939712849999999,107.613796906891,3.21
hos15272490,Turun Harga Jual Rumah Mewah Citra Green Dago Swimming Pool,"Rp 5,5 Miliar","Dago, Bandung",3,3,2,5500000000,387,225,Coblong,Bandung Utara,3-7M,200-400sqm,-6.880933349999999,107.61392108064138,3.35
hos15326574,JARANG ADA Rumah Cantik Plus Kolam Renang Di Arcamanik Bandung,"Rp 2,5 Miliar","Arcamanik, Bandung",3,3,2,2500000000,198,180,Arcamanik,Bandung Timur,1.5-3M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos15507342,Rumah Gress Minimalis di Suryalaya Buahbatu,"Rp 1,8 Miliar","Buah Batu, Bandung",4,4,1,1800000000,85,140,Buah Batu,Bandung Selatan,1.5-3M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos15556451,Rumah tua hitung tanah ditengah kota area bisnis,"Rp 18,1 Miliar","Asia Afrika, Bandung",4,3,1,18100000000,519,600,Sumur Bandung,Bandung Tengah,>7M,400-800sqm,-6.9143889000000005,107.61702181771668,0.86
hos15613918,"Rumah Minimalis Turun Harga Murah di Singgasana Pradana, Bandung","Rp 3,45 Miliar","Mekar Wangi, Bandung",3,3,1,3450000000,180,180,Bojongloa Kidul,Bandung Selatan,3-7M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos15658417,Rumah Hook Culdesac 2 Lantai di Kopo Permai Bandung,"Rp 1,5 Miliar","Kopo Permai, Bandung",5,3,2,1500000000,247,200,Bojongloa Kaler,Bandung Selatan,1.5-3M,200-400sqm,-6.93232645,107.59074740446374,3.19
hos15745550,Turun Harga Lokasi Terbaik di Sayap Gatot Subroto Bandung,Rp 8 Miliar,"Gatot Subroto, Bandung",4,3,2,8000000000,354,210,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos15747337,Dijual Rumah Bagus Murah Batununggal Mulya Bandung,"Rp 2,5 Miliar","Batununggal, Bandung",3,2,2,2500000000,180,150,Batununggal,Bandung Tengah,1.5-3M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos15780258,Rumah Asri di Dago Tubagus Ismail Bandung Utara Cocok Untuk Keluarga Besar,"Rp 11,5 Miliar","Tubagus Ismail, Bandung",6,3,5,11500000000,978,400,Coblong,Bandung Utara,>7M,>800sqm,-6.880933349999999,107.61392108064138,3.35
hos15819674,RUMAH BAGUS 2 Lantai posisi hook di SAYAP BUAH BATU,"Rp 3,5 Miliar","Buah Batu, Bandung",3,3,1,3500000000,213,200,Buah Batu,Bandung Selatan,3-7M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos15843318,Dijual Rumah Mainroad Sarijadi Cocok Peruntukan Ruang Usaha cafe,"Rp 4,8 Miliar","Sarijadi, Bandung",6,4,1,4800000000,328,353,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos15849201,Nego sampai deal!! Rumah Setra Indah 2 lantai,"Rp 5,5 Miliar","Setra Indah, Bandung",3,3,3,5500000000,434,500,Sukasari,Bandung Utara,3-7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos15865005,Jarang Ada Rumah Murah Di Bojongkoneng Cikutra Hitung Tanah,Rp 650 Juta,"Cikutra, Bandung",3,1,1,650000000,109,90,Cibeunying Kidul,Bandung Utara,500 juta-1.5M,60-120sqm,-6.89851205,107.65007706308097,4.63
hos15874903,RUMAH BARU 2 LANTAI DGN 4 KAMAR BAGUS di SAYAP TURANGGA,"Rp 2,1 Miliar","Turangga, Bandung",4,4,1,2100000000,117,180,Lengkong,Bandung Tengah,1.5-3M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos15885752,Rumah di Melong Green Cimahi 500 Juta Murah,Rp 500 Juta,"Cijerah, Bandung",2,1,1,500000000,60,60,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos15966776,Rumah Perum Gempolsari Mirabilis Cijerah Bandung,Rp 875 Juta,"Cijerah, Bandung",3,3,1,875000000,60,120,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos15978005,Dijual Rumah Asri Nyaman Terawat Di Komplek Setraduta Bandung,"Rp 1,8 Miliar","Setra Duta, Bandung",3,2,1,1800000000,102,80,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos15987388,Jual Cepat Rumah Sukawarna Baru Dekat Sayap Pasteur Bandung,"Rp 4,2 Miliar","Pasteur, Bandung",6,2,1,4200000000,297,220,Sukajadi,Bandung Barat,3-7M,200-400sqm,-6.860296099999999,107.58906784137545,6.07
hos16035986,Rumah 2 lantai cocok dijadikan toko di Riung Bandung jalan lebar,Rp 554 Juta,"Soekarno Hatta, Bandung",3,2,2,554000000,102,125,Kiaracondong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9247499,107.6462773,4.28
hos16074485,Rumah Mewah Murah 2 Lantai Lokasi Sayap Riau,Rp 5 Miliar,"Riau, Bandung",5,5,5,5000000000,336,450,Cibeunying Kaler,Bandung Utara,3-7M,200-400sqm,-6.8863341,107.62897980161543,3.43
hos16084560,Rumah Baru 2 Lantai Harga Murah dekat Bandung kota di Leuwisari,"Rp 1,25 Miliar","Bandung Kota, Bandung",3,1,1,1250000000,55,83,Sumur Bandung,Bandung Tengah,500 juta-1.5M,<60sqm,-6.9143889000000005,107.61702181771668,0.86
hos16096148,Jual Rumah Lama di Sayap Sunda Veteran Bandung,"Rp 13,2 Miliar","Veteran, Bandung",4,2,2,13200000000,552,300,Sumur Bandung,Bandung Tengah,>7M,400-800sqm,-6.9143889000000005,107.61702181771668,0.86
hos16142648,"Rumah Mewah Dan Elite di Sersan Bajuri Bandung, Sudah SHM",Rp 18 Miliar,"Sukasari, Bandung",8,6,1,18000000000,1215,900,Sukasari,Bandung Utara,>7M,>800sqm,-6.889291249999999,107.58870509879455,3.37
hos16148715,"Rumah 2 Lantai Baru SHM di Sayap Setra Duta, Bandung","Rp 2,1 Miliar","Setra Duta, Bandung",3,2,2,2100000000,140,160,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos16163964,Dijual rumah terawat di Margahayu raya dekat ke Metro,Rp 749 Juta,"Soekarno Hatta, Bandung",3,1,1,749000000,90,70,Kiaracondong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9247499,107.6462773,4.28
hos16165277,Jual Cepat Bu Rumah Hitung Tanah 2 In 1 SHM di Soekarno Hatta,Rp 4 Miliar,"Soekarno Hatta, Bandung",6,3,2,4000000000,400,300,Kiaracondong,Bandung Tengah,3-7M,400-800sqm,-6.9247499,107.6462773,4.28
hos16191369,"Rumah Baru 2 Lantai Modern Minimalis Cluster Setra Duta, Bandung","Rp 2,97 Miliar","Setra Duta, Bandung",3,3,2,2970000000,115,165,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos16192087,"RUMAH Batununggal dijual cepat !! Nego sampe deal, owner butuh Uang","Rp 3,3 Miliar","Batununggal, Bandung",4,3,1,3300000000,200,204,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos16192967,HARGA HEBOH RUMAH BAGUS TENGAH KOTA JALAN NARIPAN BANDUNG,Rp 9 Miliar,"Braga, Bandung",5,4,6,9000000000,386,500,Sumur Bandung,Bandung Tengah,>7M,200-400sqm,-6.9143889000000005,107.61702181771668,0.86
hos16196637,Jual Rumah Gudang Home Industry Murah di Ciganitri Buah Batu Bdg,"Rp 2,9 Miliar","Buah Batu, Bandung",7,6,1,2900000000,500,650,Buah Batu,Bandung Selatan,1.5-3M,400-800sqm,-6.965688011053042,107.63789418028449,6.79
hos16202491,di Jual Rumah Luas Murah di Komplek Batu Indah Kota Bandung,"Rp 4,6 Miliar","Buah Batu, Bandung",5,5,5,4600000000,513,350,Buah Batu,Bandung Selatan,3-7M,400-800sqm,-6.965688011053042,107.63789418028449,6.79
hos16204901,Dijual Cepat Butuh Rumah Modern Minimalis di Dbali Pasteur,Rp 875 Juta,"Pasteur, Bandung",3,2,1,875000000,57,128,Sukajadi,Bandung Barat,500 juta-1.5M,<60sqm,-6.860296099999999,107.58906784137545,6.07
hos16270344,"Rumah 2 Lantai Bagus Unfurnished SHM di Sayap Pajajaran, Bandung",Rp 18 Miliar,"Pajajaran, Bandung",4,3,9,18000000000,360,760,Cicendo,Bandung Barat,>7M,200-400sqm,-6.9015514499999995,107.58697955342808,2.76
hos16270407,Rumah Belanda Hitung Tanah Strategis Shm Di Sayap Pajajaran,Rp 8 Miliar,"Pajajaran, Bandung",1,1,1,8000000000,400,400,Cicendo,Bandung Barat,>7M,400-800sqm,-6.9015514499999995,107.58697955342808,2.76
hos16272034,R Sumber Sari,"Rp 2,5 Miliar","Babakanciparay, Bandung",4,2,1,2500000000,180,200,Babakan Ciparay,Bandung Selatan,1.5-3M,120-200sqm,-6.94029745,107.57568267684286,5.0
hos16287713,"Rumah 2 Lantai Luas Terawat di Setra Sari Sutami, Bandung","Rp 6,5 Miliar","Setra Sari, Bandung",4,2,2,6500000000,520,250,Sukasari,Bandung Utara,3-7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos16293762,Rumah Nyaman Terawat di Mekar Wangi Bandung,"Rp 2,6 Miliar","Mekar Wangi, Bandung",3,3,1,2600000000,107,180,Bojongloa Kidul,Bandung Selatan,1.5-3M,60-120sqm,-6.947036199999999,107.59627135374859,4.27
hos16378280,"Rumah 2 Lantai Minimalis Modern Baru di Mekarwangi, Bandung",Rp 2 Miliar,"Mekar Wangi, Bandung",2,2,1,2000000000,75,130,Bojongloa Kidul,Bandung Selatan,1.5-3M,60-120sqm,-6.947036199999999,107.59627135374859,4.27
hos16402822,"Rumah Baru 2 Lantai Modern Minimalis di Mekar Wangi, Bandung","Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,2,3150000000,150,168,Bojongloa Kidul,Bandung Selatan,3-7M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos16428898,"Rumah Dengan Kolam Renang Mewah Sudirman, Town House Bandung","Rp 5,7 Miliar","Sudirman, Bandung",4,3,1,5700000000,149,250,Astana Anyar,Bandung Tengah,3-7M,120-200sqm,-6.9324654500000005,107.59881535095596,2.68
hos16435450,Rumah Dijual Minimalis Milenial di Sayap Ramdan,"Rp 2,39 Miliar","BKR, Bandung",4,4,1,2390000000,117,146,Lengkong,Bandung Tengah,1.5-3M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos16500539,Rumah Murah Lokasi Bagus Cijagra Situsari Buah Batu,"Rp 3,2 Miliar","Cijagra, Bandung",4,3,1,3200000000,325,350,Lengkong,Bandung Tengah,3-7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos16500751,Rumah Murah Hitung Tanah Ciwastra Bandung,Rp 750 Juta,"Ciwastra, Bandung",5,4,1,750000000,200,150,Buah Batu,Bandung Selatan,500 juta-1.5M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos16560212,"Rumah Bagus Ada Gazebo SHM di Dago Resort, Bandung",Rp 10 Miliar,"Dago, Bandung",2,7,2,10000000000,708,400,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos16560302,"Rumah Lux Luas Bagus SHM di Setiabudi Regency, Bandung","Rp 8,5 Miliar","Setiabudi, Bandung",6,3,3,8500000000,1000,800,Sukasari,Bandung Utara,>7M,>800sqm,-6.889291249999999,107.58870509879455,3.37
hos16589162,"Dijual Rumah Sayap Supratman, Jl Nanas Bandung",Rp 12 Miliar,"Bandung Wetan, Bandung",4,2,2,12000000000,410,154,Bandung Wetan,Bandung Tengah,>7M,400-800sqm,-6.9051357499999995,107.6166565844473,0.97
hos16589859,Dijual 3 Unit Rumah Baru di Pondok Hijau Setiabudi Bandung,Rp 3 Miliar,"Setiabudi, Bandung",4,3,1,3000000000,151,200,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos16590808,"Dekat Muara Leuwipanjang Bandung, New, Minimalis, Jalan Lebar Pisan","Rp 1,25 Miliar","Bandung Kota, Bandung",3,2,1,1250000000,70,100,Sumur Bandung,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9143889000000005,107.61702181771668,0.86
hos16597650,Rumah Nyaman 3 Lantai di Dago Resort Bandung Utara,"Rp 4,3 Miliar","Dago, Bandung",4,4,1,4300000000,220,300,Coblong,Bandung Utara,3-7M,200-400sqm,-6.880933349999999,107.61392108064138,3.35
hos16601343,Rumah Sayap Pasteur !!! Termurah Saat Ini Cipedes Pasteur,"Rp 1,4 Miliar","Pasteur, Bandung",3,2,1,1400000000,98,110,Sukajadi,Bandung Barat,500 juta-1.5M,60-120sqm,-6.860296099999999,107.58906784137545,6.07
hos16607531,Bu Keras Rumah Di Padasuka Atas Cimenyan Bandung Murah Yukk,Rp 1 Miliar,"Padasuka, Bandung",4,3,1,1000000000,286,500,Cibeunying Kidul,Bandung Utara,500 juta-1.5M,200-400sqm,-6.89851205,107.65007706308097,4.63
hos16629219,"di Rumah Nyaman Di Kembar Mas,dan Bisa Dipakai Usaha Coffe Shop","Rp 5,5 Miliar","Regol, Bandung",7,4,2,5500000000,375,375,Regol,Bandung Selatan,3-7M,200-400sqm,-6.939712849999999,107.613796906891,3.21
hos16668501,"Rumah Plus Gor SHM Strategis Tengah Kota di Cibaduyut, Bandung","Rp 6,5 Miliar","Cibaduyut, Bandung",6,3,1,6500000000,465,465,Bojongloa Kidul,Bandung Selatan,3-7M,400-800sqm,-6.947036199999999,107.59627135374859,4.27
hos16677326,Rumah 2 Lantai Bagus di Suryalaya Buahbatu Kota Bandung,"Rp 1,65 Miliar","Bandung Kota, Bandung",4,3,1,1650000000,73,120,Sumur Bandung,Bandung Tengah,1.5-3M,60-120sqm,-6.9143889000000005,107.61702181771668,0.86
hos16700599,Rumah Baru 1 lantai dekat sekolah dan supermarket di Kopo Permai,"Rp 1,45 Miliar","Kopo, Bandung",3,2,1,1450000000,155,110,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos16707744,"Sayap Kembar Bkr Bandung Kota, Termurah, Jalan Lebar","Rp 1,1 Miliar","Bandung Kota, Bandung",5,2,1,1100000000,144,90,Sumur Bandung,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9143889000000005,107.61702181771668,0.86
hos16782777,R Modern Taman Holis Indah,"Rp 2,5 Miliar","Bandung Kulon, Bandung",3,3,1,2500000000,150,220,Bandung Kulon,Bandung Barat,1.5-3M,120-200sqm,-6.93193445,107.55505327116754,6.51
hos16856314,Rumah Jl Golf Barat Bandung Timur Arcamanik Kota Bandung,"Rp 2,5 Miliar","Arcamanik, Bandung",3,2,2,2500000000,230,250,Arcamanik,Bandung Timur,1.5-3M,200-400sqm,-6.92144665,107.6770158552717,7.49
hos16949468,Rumah Lux Setiabudi Regency Bandung,"Rp 3,75 Miliar","Bandung Utara, Bandung",3,4,1,3750000000,297,220,Cidadap,Bandung Barat,3-7M,200-400sqm,-6.8627967,107.60935594852518,5.33
hos17003265,"Di Jual Rumah Taman Holis Indah 2, Lingkungan Asri Depan Taman , Bandung","Rp 1,3 Miliar","Holis Cigondewah, Bandung",2,1,1,1300000000,114,90,Astana Anyar,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos17124126,"Rumah, Turangga  SHM - Sertifikat Hak Milik Unfurnished Bagus","Rp 2,7 Miliar","Turangga, Bandung",3,3,2,2700000000,209,175,Lengkong,Bandung Tengah,1.5-3M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos17132662,Rumah Lelang Bagus Nyaman Murah di Kamarasan Residence Bandung,Rp 430 Juta,"Buah Batu, Bandung",3,2,1,430000000,84,105,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos17132666,Rumah Lelang Murah di Terusan Soma Kiaracondong Bandung,Rp 350 Juta,"Kiaracondong, Bandung",2,2,1,350000000,40,80,Kiaracondong,Bandung Tengah,<500 Juta,<60sqm,-6.9247499,107.6462773,4.28
hos17132685,Rumah Keren Besar Murah di Maleber Bandung,"Rp 1,5 Miliar","Andir, Bandung",5,4,1,1500000000,170,350,Andir,Bandung Tengah,1.5-3M,120-200sqm,-6.9061442500000005,107.57133171215168,4.32
hos17132744,Rumah Cantik Murah di The Billabong Soetta Bandung,"Rp 1,33 Miliar","Gede Bage, Bandung",4,3,1,1330000000,208,143,Gedebage,Bandung Timur,500 juta-1.5M,200-400sqm,-6.95283425,107.69811481410812,10.77
hos17132746,Rumah Cantik Minimals Murah di Kiaracondong Bandung,Rp 1 Miliar,"Kiaracondong, Bandung",4,3,1,1000000000,167,274,Kiaracondong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9247499,107.6462773,4.28
hos17132751,Rumah Lelang Bagus Nyaman Murah di Permata Kopo,Rp 282 Juta,"Kopo, Bandung",3,1,1,282000000,80,62,Bojongloa Kaler,Bandung Selatan,<500 Juta,60-120sqm,-6.93232645,107.59074740446374,3.19
hos17132814,Rumah Keren Nyaman Murah di Kopo Permai Bandung,"Rp 1,05 Miliar","Kopo Permai, Bandung",4,3,1,1050000000,253,140,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,200-400sqm,-6.93232645,107.59074740446374,3.19
hos17132907,Rumah Lelang Nyaman Murah di Permata Tamansari Cisaranten Bandung,Rp 481 Juta,"Arcamanik, Bandung",2,2,1,481000000,131,120,Arcamanik,Bandung Timur,<500 Juta,120-200sqm,-6.92144665,107.6770158552717,7.49
hos17132981,Rumah Cantik Nyaman Murah di Kopo Permai 2 Bandung,"Rp 1,45 Miliar","Kopo, Bandung",3,2,1,1450000000,155,110,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos17132995,Rumah Lelang Cantik Murah di Green Sahara Residence Bandung,Rp 580 Juta,"Padasuka, Bandung",2,1,1,580000000,66,50,Cibeunying Kidul,Bandung Utara,500 juta-1.5M,60-120sqm,-6.89851205,107.65007706308097,4.63
hos17133449,Dijual Lelang Rumah 2 Lantai Nyaman Unik di Joging Arcamanik,"Rp 1,1 Miliar","Arcamanik, Bandung",4,3,1,1100000000,176,236,Arcamanik,Bandung Timur,500 juta-1.5M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos17133565,Dijual Lelang Rumah Grand Sharon Residence Jalan Plumeria,Rp 456 Juta,"Gede Bage, Bandung",2,1,1,456000000,72,45,Gedebage,Bandung Timur,<500 Juta,60-120sqm,-6.95283425,107.69811481410812,10.77
hos17133627,Dijual Murah Cepat Rumah Minimalis di Kopo Permai 1,"Rp 1,1 Miliar","Kopo Permai, Bandung",5,2,1,1100000000,203,200,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,200-400sqm,-6.93232645,107.59074740446374,3.19
hos17145685,"Rumah Baru Minimalis di Setra Duta, Bandung Utara","Rp 6,15 Miliar","Setra Duta, Bandung",4,3,2,6150000000,240,380,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos17168295,Dijual rumah murah di komplek Arcamanik kota bandung,"Rp 3,8 Miliar","Arcamanik, Bandung",4,3,3,3800000000,421,220,Arcamanik,Bandung Timur,3-7M,400-800sqm,-6.92144665,107.6770158552717,7.49
hos17183545,"Dijual Rumah 2 Lantai Sudah SHM di Pasteur, Bandung",Rp 4 Miliar,"Pasteur, Bandung",4,3,1,4000000000,340,240,Sukajadi,Bandung Barat,3-7M,200-400sqm,-6.860296099999999,107.58906784137545,6.07
hos17243086,RUKAN DENGAN TAMAN LUAS di SAYAP SUKAJADI,"Rp 9,2 Miliar","Sukajadi, Bandung",9,4,7,9200000000,713,350,Sukajadi,Bandung Barat,>7M,400-800sqm,-6.860296099999999,107.58906784137545,6.07
hos17243987,Rumah Murah Untuk Usaha 2 Lantai di Antapani Raya,Rp 700 Juta,"Antapani, Bandung",2,2,1,700000000,52,70,Antapani,Bandung Timur,500 juta-1.5M,<60sqm,-6.9178562,107.65988138469118,5.56
hos17253042,"Rumah 3 Lantai di Lokasi Eksklusif Setra Duta, Bandung Utara","Rp 2,85 Miliar","Setra Duta, Bandung",3,3,3,2850000000,84,193,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos17280498,"Daerah Arcamanik , Kodya Bandung",Rp 875 Juta,"Arcamanik, Bandung",2,2,1,875000000,120,90,Arcamanik,Bandung Timur,500 juta-1.5M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos17295240,Dijual Murah Rumah Minimalis Baru Renov Melong Cijerah 2 Cimahi,Rp 600 Juta,"Cijerah, Bandung",2,2,1,600000000,95,100,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos17295451,Rumah Minimalis Nyaman Murah di Guruminda Arcamanik,Rp 540 Juta,"Arcamanik, Bandung",3,2,1,540000000,152,120,Arcamanik,Bandung Timur,500 juta-1.5M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos17302981,Dijual Rumah Luas Murah Antik di Antapai Dekat Ke Fasilitan Umum,"Rp 2,1 Miliar","Antapani, Bandung",5,2,2,2100000000,280,192,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos17321509,Rumah Dijual Lokasi Strategis di Arcamanik Komplek Golf,"Rp 2,8 Miliar","Arcamanik, Bandung",6,4,1,2800000000,240,200,Arcamanik,Bandung Timur,1.5-3M,200-400sqm,-6.92144665,107.6770158552717,7.49
hos17330084,RUMAH CANTIK MINIMALIS di Sayap Sukajadi*,"Rp 2,2 Miliar","Sukajadi, Bandung",4,3,2,2200000000,144,180,Sukajadi,Bandung Barat,1.5-3M,120-200sqm,-6.860296099999999,107.58906784137545,6.07
hos17343814,"Rumah Bagus Shm - Sertifikat Hak Milik Di Cipaku , Cipaku","Rp 4,9 Miliar","Cipaku, Bandung",6,4,2,4900000000,499,393,Cidadap,Bandung Barat,3-7M,400-800sqm,-6.8627967,107.60935594852518,5.33
hos17368893,Rumah Baru di Turangga Buah Batu Bandung,"Rp 2,45 Miliar","Buah Batu, Bandung",3,3,2,2450000000,120,140,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos17370995,"Rumah Modern Minimalis Sangat Mewah di Mekar Wangi, Bandung","Rp 4,8 Miliar","Mekar Wangi, Bandung",4,3,1,4800000000,180,365,Bojongloa Kidul,Bandung Selatan,3-7M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos17384700,Rumah Di Holis Regency 3 Lantai Bandung Jawa Barat,Rp 8 Miliar,"Holis Cigondewah, Bandung",6,5,1,8000000000,647,825,Astana Anyar,Bandung Tengah,>7M,400-800sqm,-6.9324654500000005,107.59881535095596,2.68
hos17408860,Jual Cepat Rumah Budisari Setiabudi Bandung,"Rp 3,5 Miliar","Setiabudi, Bandung",3,1,2,3500000000,340,220,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos17411613,Murah Rumah Sayap Jl Peta Cocok Huni Gudang Kopo Soeta Bandung,"Rp 3,6 Miliar","Kopo, Bandung",5,5,1,3600000000,665,300,Bojongloa Kaler,Bandung Selatan,3-7M,400-800sqm,-6.93232645,107.59074740446374,3.19
hos17441617,Rumah Minimalis Nyaman Murah di Margahayu,Rp 1 Miliar,"Soekarno Hatta, Bandung",4,2,1,1000000000,144,140,Kiaracondong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9247499,107.6462773,4.28
hos17441648,Rumah Minimalis Nyaman Murah di Buana Indah,"Rp 1,3 Miliar","BKR, Bandung",3,2,1,1300000000,90,137,Lengkong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos17441814,Rumah Minimalis Terawat Murah di Sayap Soekarno Hatta,"Rp 1,3 Miliar","Soekarno Hatta, Bandung",4,2,1,1300000000,168,116,Kiaracondong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9247499,107.6462773,4.28
