id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,harga_rp,luas_tanah_sqm,luas_bangunan_sqm,kecamatan,wilayah,segmen_harga,segmen_lt,latitude,longitude,jarak_pusat_kota(km)
hos18971534,"Rumah Di Regol, Sayap Jalan Bkr, Pusat Kota Bandung","Rp 1,5 Miliar","Regol, Bandung",3,2,2,1500000000,148,87,Regol,Bandung Selatan,1.5-3M,120-200sqm,-6.939712849999999,107.613796906891,3.21
hos5573778,Rumah Lux Baru,"Rp 1,25 Miliar","Setiabudi, Bandung",2,2,1,1250000000,168,100,Sukasari,Bandung Utara,500 juta-1.5M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18835111,Rumah Tanjung Sari Asri Antapani Bagus Siap Huni,"Rp 1,45 Miliar","Antapani, Bandung",3,3,1,1450000000,126,150,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18929225,Rumah Bagus Sekelimus Siap Huni Dekat Rs Mayapada,"Rp 1,15 Miliar","Buah Batu, Bandung",3,3,1,1150000000,112,90,Buah Batu,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos19046589,"Rumah Di Kembar, Regol, Bkr, Kota Bandung. Bangunan Baru 2 Lantai","Rp 2,95 Miliar","BKR, Bandung",3,3,2,2950000000,195,200,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos19046623,"Rumah Di Kembar, Bkr, Regol, Kota Bandung. Bangunan Baru 2 Lantai","Rp 2,95 Miliar","Regol, Bandung",3,3,2,2950000000,195,200,Regol,Bandung Selatan,1.5-3M,120-200sqm,-6.939712849999999,107.613796906891,3.21
hos19046662,"Rumah Di Kembar, Regol, Bkr, Kota Bandung. Bangunan Baru 2 Lantai","Rp 2,95 Miliar","Bandung Kota, Bandung",3,3,2,2950000000,195,200,Sumur Bandung,Bandung Tengah,1.5-3M,120-200sqm,-6.9143889000000005,107.61702181771668,0.86
hos18638192,Rumah 3 Lantai Bagus Dan Furnished Di Cisaranten Arcamanik,"Rp 2,5 Miliar","Arcamanik, Bandung",6,3,2,2500000000,148,202,Arcamanik,Bandung Timur,1.5-3M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos9496620,Rumah Strategis Batununggal Molek Bandung Selatan,Rp 11 Miliar,"Batununggal, Bandung",8,8,3,11000000000,650,700,Batununggal,Bandung Tengah,>7M,400-800sqm,-6.928054100000001,107.6404417263918,3.85
hos18147657,Rumah Nyaman Modern 2 Lantai Di Arcamanik Cisaranten Bandung,"Rp 1,3 Miliar","Arcamanik, Bandung",3,2,2,1300000000,105,125,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18654142,Jual Rumah Strategis Daerah Batununggal Bandung,Rp 3 Miliar,"Batununggal, Bandung",4,2,1,3000000000,140,190,Batununggal,Bandung Tengah,3-7M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos18793965,Dijual Rumah Komplek Siap Huni Bagus di Antapani Bandung Kota,"Rp 1,5 Miliar","Antapani, Bandung",3,2,1,1500000000,180,140,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos19046432,"Rumah Dengan Kolam Renang Di Cipaku, Ciumbuleuit, Setiabudi, Bandung",Rp 4 Miliar,"Setiabudi, Bandung",4,3,1,4000000000,610,300,Sukasari,Bandung Utara,3-7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos18967086,Dijual Rumah Modern di Dago Giri Bandung Kota Full Furnished,"Rp 3,5 Miliar","Dago Pakar, Bandung",3,3,6,3500000000,550,180,Coblong,Bandung Utara,3-7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos15792066,Jual Rumah 2 Lantai Komplek Adipura Dalam Cluster,Rp 690 Juta,"Gede Bage, Bandung",2,2,1,690000000,90,99,Gedebage,Bandung Timur,500 juta-1.5M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos16071814,Harga Nego Rumah siap huni di Cluster Batununggal Hadap Timur SHM,"Rp 3,1 Miliar","Batununggal, Bandung",3,2,1,3100000000,200,156,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18922676,Rumah Tengah Kota Harga Terjangkau Di Turangga Buah Batu Shm,"Rp 1,1 Miliar","Turangga, Bandung",2,2,1,1100000000,85,140,Lengkong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos18683548,Dijual Rumah Full Furnished Ada Kolam Renang di Arcamanik Bandung,"Rp 1,6 Miliar","Arcamanik, Bandung",3,2,2,1600000000,115,147,Arcamanik,Bandung Timur,1.5-3M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos7814141,"RUMAH ASRI ARTISTIK DI SETIABUDI REGENCY BANDUNG, 5 MENIT KE UPI","Rp 2,4 Miliar","Setiabudi, Bandung",5,4,1,2400000000,268,300,Sukasari,Bandung Utara,1.5-3M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18533115,Jual Cepat Rumah Riung Bandung 500jutaan Luas Dan Menarik,Rp 525 Juta,"Soekarno Hatta, Bandung",2,1,1,525000000,90,60,Kiaracondong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9247499,107.6462773,4.28
hos18784975,"Rumah 2 Lantai Bagus SHM di Jl.cigadung Raya Barat, Bandung","Rp 2,4 Miliar","Cigadung, Bandung",3,2,1,2400000000,176,132,Cibeunying Kaler,Bandung Utara,1.5-3M,120-200sqm,-6.8863341,107.62897980161543,3.43
hos18190636,Rumah Di Turangga Buahbatu Luas Mewah Siap Huni,"Rp 7,8 Miliar","Turangga, Bandung",5,7,3,7800000000,380,500,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18190575,Rumah Di Cisaranten Arcamanik Bisa Untuk Workshop Ada Basement,Rp 3 Miliar,"Arcamanik, Bandung",2,2,7,3000000000,315,334,Arcamanik,Bandung Timur,3-7M,200-400sqm,-6.92144665,107.6770158552717,7.49
hos17795560,Rumah di Pasirluyu sayap bkr siap huni Masih baru,"Rp 2,19 Miliar","Regol, Bandung",3,3,2,2190000000,102,160,Regol,Bandung Selatan,1.5-3M,60-120sqm,-6.939712849999999,107.613796906891,3.21
hos18344717,Rumah Di Ciumbuleuit Setiabudi Furnished Plus Kolam Renang,"Rp 10,5 Miliar","Ciumbuleuit, Bandung",3,4,2,10500000000,453,520,Cidadap,Bandung Barat,>7M,400-800sqm,-6.8627967,107.60935594852518,5.33
hos17365406,Rumah di Kiarasari buahbatu siap huni dekat samsat,"Rp 1,4 Miliar","Kiaracondong, Bandung",3,3,1,1400000000,130,140,Kiaracondong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9247499,107.6462773,4.28
hos17378424,Rumah di Kopo safira siap huni dekat ke tol kopo,Rp 850 Juta,"Kopo, Bandung",2,2,1,850000000,85,47,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.93232645,107.59074740446374,3.19
hos16523570,Rumah Di Dago Pakar Estetik Full Furnished Siap Huni,Rp 4 Miliar,"Dago Pakar, Bandung",3,3,2,4000000000,165,310,Coblong,Bandung Utara,3-7M,120-200sqm,-6.880933349999999,107.61392108064138,3.35
hos18950643,Rumah Di Kembar Mohamad Toha Dekat Ke Tol Siap Huni,"Rp 5,4 Miliar","Regol, Bandung",4,4,6,5400000000,404,300,Regol,Bandung Selatan,3-7M,400-800sqm,-6.939712849999999,107.613796906891,3.21
hos15776431,Rumah Di Setiabudi Regency Bandung Utara Bagus,"Rp 3,7 Miliar","Setiabudi, Bandung",3,3,1,3700000000,375,300,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18338781,Rumah Di Ciumbuleuit Cidadap Furnished Plus Kolam Renang,"Rp 8,5 Miliar","Ciumbuleuit, Bandung",3,4,2,8500000000,351,400,Cidadap,Bandung Barat,>7M,200-400sqm,-6.8627967,107.60935594852518,5.33
hos16618754,Lokasi Premium Rumah Hitung Tanah Main Road Sayap Dago,"Rp 15,7 Miliar","Sayap Dago, Bandung",4,3,1,15700000000,610,250,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos17694964,Rumah di Sayap riau Bandung cocok klinik dekat Taman Pramuka,"Rp 14,4 Miliar","Riau, Bandung",6,3,4,14400000000,480,171,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos18984582,Rumah Di Pasteur Dengan Kolam Renang Deket Akses Ke Tol,"Rp 2,3 Miliar","Pasteur, Bandung",3,2,1,2300000000,130,150,Sukajadi,Bandung Barat,1.5-3M,120-200sqm,-6.860296099999999,107.58906784137545,6.07
hos18864460,Rumah Luxury Di Palem Permai Bandung Full Furnished,"Rp 2,5 Miliar","Bandung Kota, Bandung",6,4,3,2500000000,174,240,Sumur Bandung,Bandung Tengah,1.5-3M,120-200sqm,-6.9143889000000005,107.61702181771668,0.86
hos19045906,"Komplek Setiabudi Regency, Bandung Utara. 2 Lantai Siap Huni","Rp 4,6 Miliar","Bandung Utara, Bandung",3,3,2,4600000000,472,400,Cidadap,Bandung Barat,3-7M,400-800sqm,-6.8627967,107.60935594852518,5.33
hos18727324,Rumah 2lt Modern Siap Huni di Cluster Kiara Sari Asri Buahbatu,"Rp 1,15 Miliar","Buah Batu, Bandung",4,2,1,1150000000,80,100,Buah Batu,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18957374,"Rumah Minimalis Lokasi Prime Sayap Buah Batu, Bandung","Rp 8,9 Miliar","Buah Batu, Bandung",7,7,3,8900000000,380,500,Buah Batu,Bandung Selatan,>7M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos18957369,"Rumah Bagus SHM di Sayap Sukajadi, Bandung","Rp 9,9 Miliar","Sukajadi, Bandung",5,4,4,9900000000,440,348,Sukajadi,Bandung Barat,>7M,400-800sqm,-6.860296099999999,107.58906784137545,6.07
hos18957379,"Rumah Bagus di Komplek Bougenville Estate Antapani, Bandung","Rp 3,3 Miliar","Antapani, Bandung",6,4,2,3300000000,270,310,Antapani,Bandung Timur,3-7M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos18957370,"Rumah Baru Furnished di Sayap Dago, Bandung",Rp 5 Miliar,"Sayap Dago, Bandung",4,5,2,5000000000,191,252,Coblong,Bandung Utara,3-7M,120-200sqm,-6.880933349999999,107.61392108064138,3.35
hos18957376,"Rumah Minimalis Modern di Sayap Buah Batu, Bandung","Rp 2,4 Miliar","Buah Batu, Bandung",3,3,2,2400000000,100,150,Buah Batu,Bandung Selatan,1.5-3M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18957388,"Rumah 2 Lantai Bagus di Suryalaya Buah Batu, Bandung","Rp 3,2 Miliar","Buah Batu, Bandung",4,3,1,3200000000,310,350,Buah Batu,Bandung Selatan,3-7M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos18957390,"Rumah Modern Tropical Resor Dago Pakar, Bandung Semi Furnished",Rp 15 Miliar,"Dago Pakar, Bandung",5,3,4,15000000000,1095,352,Coblong,Bandung Utara,>7M,>800sqm,-6.880933349999999,107.61392108064138,3.35
hos18957391,"Rumah Bagus SHM di Batununggal, Bandung Siap Huni","Rp 5,7 Miliar","Batununggal, Bandung",4,3,2,5700000000,375,211,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18678249,Jarang Ada Rumah Modern Minimalis di Cluster Riung Bandung Kota Bandung,Rp 665 Juta,"Rancasari, Bandung",2,1,1,665000000,72,45,Rancasari,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9535356,107.67520978505222,8.6
hos18957427,"Rumah Bagus SHM di Sayap Pajajaran, Bandung","Rp 2,5 Miliar","Pajajaran, Bandung",3,3,2,2500000000,152,152,Cicendo,Bandung Barat,1.5-3M,120-200sqm,-6.9015514499999995,107.58697955342808,2.76
hos18957426,"Rumah Bagus SHM di Dago Atas, Bandung Siap Huni","Rp 3,5 Miliar","Dago, Bandung",5,4,3,3500000000,186,190,Coblong,Bandung Utara,3-7M,120-200sqm,-6.880933349999999,107.61392108064138,3.35
hos17482535,"Rumah 2 Lantai Bagus Furnished HGB di Dago Pakar, Bandung","Rp 4,5 Miliar","Dago Pakar, Bandung",4,3,1,4500000000,319,300,Coblong,Bandung Utara,3-7M,200-400sqm,-6.880933349999999,107.61392108064138,3.35
hos17482525,"Rumah 2 Lantai Bagus Semi Furnished SHM di Cikutra, Bandung","Rp 1,55 Miliar","Cikutra, Bandung",3,3,1,1550000000,132,140,Cibeunying Kidul,Bandung Utara,1.5-3M,120-200sqm,-6.89851205,107.65007706308097,4.63
hos18957456,"Rumah Semi Furnished SHM di Jl Salendro Turangga, Bandung","Rp 4,6 Miliar","Turangga, Bandung",4,2,2,4600000000,293,210,Lengkong,Bandung Tengah,3-7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18957439,"Rumah Classic Bagus di Sayap Buah Batu, Bandung","Rp 2,5 Miliar","Buah Batu, Bandung",6,3,1,2500000000,221,200,Buah Batu,Bandung Selatan,1.5-3M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos3002597,Rumah Mewah 100% Baru Full View di Komp.Dago Pakar Resort Bandung,"Rp 8,75 Miliar","Dago, Bandung",3,3,2,8750000000,494,500,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos18592911,Rumah Modern 800jt an di Komplek Elit Hanya 1 Km Ke Stt Telkom Buahbatu,Rp 850 Juta,"Terusan Buah Batu, Bandung",2,2,1,850000000,80,72,Lengkong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos17286217,Jual Cepat Rumah 1 Lantai Harga Njop di Cluster Riung Bandung,"Rp 1,1 Miliar","Rancasari, Bandung",2,1,1,1100000000,152,52,Rancasari,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9535356,107.67520978505222,8.6
hos15776415,Rumah Di Setiabudi Regency Minimalis Luas Siap Huni,"Rp 2,9 Miliar","Setiabudi, Bandung",4,3,2,2900000000,232,300,Sukasari,Bandung Utara,1.5-3M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos17293596,Dijual Cepat Rumah Mewah View Lap.golf kota di Dago Pakar Resort,Rp 15 Miliar,"Dago Pakar, Bandung",6,6,4,15000000000,735,550,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos17968535,Dijual Cepat Rumah Lux Harga Ok Banget di Komp.elit Setra Duta Bandung,"Rp 7,5 Miliar","Setra Duta, Bandung",5,5,2,7500000000,400,600,Sukasari,Bandung Utara,>7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos15944460,Rumah di ciateul Siap Huni Cocok Untuk Usaha siap huni,"Rp 3,5 Miliar","Regol, Bandung",5,3,1,3500000000,237,270,Regol,Bandung Selatan,3-7M,200-400sqm,-6.939712849999999,107.613796906891,3.21
hos15000840,Dijual Cepat Rumah Mewah 100 Baru di Komp.elit Setraduta,Rp 17 Miliar,"Setra Duta, Bandung",4,4,4,17000000000,700,700,Sukasari,Bandung Utara,>7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos17365390,Rumah di Batununggal buahbatu siap huni Tanah luas,"Rp 4,8 Miliar","Batununggal, Bandung",5,4,2,4800000000,200,208,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18774122,Rumah Di Batununggal Indah Buahbatu Dekat Akses Tol Buahbaty,"Rp 5,5 Miliar","Batununggal, Bandung",4,3,1,5500000000,300,275,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos19038419,Rumah Di Batununggal Buahbatu Semi Furnish Siap Huni,"Rp 2,9 Miliar","Batununggal, Bandung",4,3,1,2900000000,130,168,Batununggal,Bandung Tengah,1.5-3M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos18757112,Rumah Siap Huni Minimalis Di Griya Cikutra Bojong Koneng,Rp 790 Juta,"Cikutra, Bandung",2,2,1,790000000,55,66,Cibeunying Kidul,Bandung Utara,500 juta-1.5M,<60sqm,-6.89851205,107.65007706308097,4.63
hos18757106,Dijual Rumah Main Road Di Turangga Samping Sma 8 Bandung Hook,"Rp 5,7 Miliar","Turangga, Bandung",3,3,2,5700000000,205,200,Lengkong,Bandung Tengah,3-7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18854580,Rumah Bagus 2 Lantai Siap Huni Di Pondok Hijau Bandung,"Rp 2,75 Miliar","Setiabudi, Bandung",10,7,2,2750000000,462,410,Sukasari,Bandung Utara,1.5-3M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos18834439,Rumah Siap Huni Di Komplek Cipta Graha Dekat Pintu Tol Pasteur,"Rp 2,8 Miliar","Pasteur, Bandung",4,3,2,2800000000,296,148,Sukajadi,Bandung Barat,1.5-3M,200-400sqm,-6.860296099999999,107.58906784137545,6.07
hos18860683,Rumah 2 Lantai Siap Huni Di Setra Dago Antapani Bandung,"Rp 1,4 Miliar","Antapani, Bandung",3,3,1,1400000000,91,88,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18855722,Hunian Sejuk Bebas Polusi Di Cigadung Bandung,"Rp 1,8 Miliar","Cigadung, Bandung",3,2,1,1800000000,120,120,Cibeunying Kaler,Bandung Utara,1.5-3M,120-200sqm,-6.8863341,107.62897980161543,3.43
hos16978822,Rumah 2 Lantai Bagus Luas Dekat Griya Antapani Bandung,"Rp 2,35 Miliar","Antapani, Bandung",5,5,2,2350000000,308,100,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos19013122,Pn Rumah Baru Margahayu Buahbatu Saturnus,"Rp 1,35 Miliar","Antapani, Bandung",3,2,1,1350000000,96,130,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18869790,Rumah Luxury Furnished Pusat Kota Bandung Gatot Subroto,"Rp 8,75 Miliar","Bandung Kota, Bandung",4,4,2,8750000000,336,448,Sumur Bandung,Bandung Tengah,>7M,200-400sqm,-6.9143889000000005,107.61702181771668,0.86
hos18348170,Rumah Mewah Baru 2 Lantai Di Kawasan Batununggal Bandung,"Rp 7,25 Miliar","Batununggal, Bandung",4,3,2,7250000000,300,400,Batununggal,Bandung Tengah,>7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18948692,Dijual Rumah Luxury Ada Kolam Renang Di Batununggal Bandung,Rp 3 Miliar,"Batununggal, Bandung",4,3,2,3000000000,168,180,Batununggal,Bandung Tengah,3-7M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos19045244,Rumah Baru Setiabudi Regency Jarang Ada Lingkungan Asri,"Rp 1,1 Miliar","Setiabudi, Bandung",3,3,1,1100000000,100,70,Sukasari,Bandung Utara,500 juta-1.5M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos19031169,Jual Cepat Di Bawah Pasar Lokasi Strategis Di Kota,"Rp 2,9 Miliar","Geger Kalong, Bandung",8,7,3,2900000000,462,410,Sukasari,Bandung Utara,1.5-3M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos19027083,"Rumah Lux 2 Lantai Cluster Terbaik di Batununggal Indah, Bandung","Rp 4,97 Miliar","Batununggal, Bandung",4,4,1,4970000000,390,360,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos19045229,Dijual Rumah Siap Huni Di Batununggal Bandung,"Rp 1,75 Miliar","Batununggal, Bandung",3,2,1,1750000000,126,200,Batununggal,Bandung Tengah,1.5-3M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos17549359,Murah Rumah Baru Cluster Amanda Summarecon Bandung,"Rp 2,95 Miliar","Summarecon Bandung, Bandung",3,3,1,2950000000,144,127,Gedebage,Bandung Timur,1.5-3M,120-200sqm,-6.95283425,107.69811481410812,10.77
hos19045158,Rumah Lux Murah di Pondok Hijau Ada Kolam Renang Sangat Nyaman,"Rp 2,25 Miliar","Geger Kalong, Bandung",3,3,1,2250000000,152,170,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos17672582,Rumah baru jarang ada gegerkalong best locations,"Rp 2,5 Miliar","Geger Kalong, Bandung",3,3,2,2500000000,133,165,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos19045101,Rumah Murah Cantik Lingkungan Nyaman di Gegerkalong,"Rp 1,7 Miliar","Geger Kalong, Bandung",4,3,2,1700000000,134,130,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18979356,Rumah Murah Arcamanik Turun Harga Jarang Ada,"Rp 1,15 Miliar","Antapani, Bandung",3,2,1,1150000000,176,100,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18620838,Rumah Murah Siap Huni Antapani Jarang Ada,"Rp 1,2 Miliar","Antapani, Bandung",3,2,1,1200000000,135,90,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18447951,Rumah Murah Antapani Jarang Ada Posisi Hook,"Rp 1,3 Miliar","Antapani, Bandung",2,2,2,1300000000,208,70,Antapani,Bandung Timur,500 juta-1.5M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos18941730,Rumah Minimalis Siap Huni Strategis Dalam Komplek Antapani,"Rp 1,39 Miliar","Antapani, Bandung",3,2,1,1390000000,91,83,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos19006170,Rumah Murah Arcamanik Jarang Ada Lingkungan Aman Nyaman,Rp 850 Juta,"Arcamanik, Bandung",2,2,1,850000000,116,70,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos19006156,Rumah Siap Huni Jarang Ada Strategis di Antapani,"Rp 1,45 Miliar","Antapani, Bandung",3,2,1,1450000000,115,150,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18406528,Rumah Lux Murah View Cantik Dago Resort Jarang Ada,Rp 8 Miliar,"Dago, Bandung",4,3,2,8000000000,444,350,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos18877353,Rumah Murah Turangga Bisa di Split Sangat Strategis,"Rp 1,3 Miliar","Turangga, Bandung",5,2,2,1300000000,106,75,Lengkong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos19030053,Rumah Murah Siap Huni Komplek Nyaman di Kawaluyaan Strategis,Rp 800 Juta,"Antapani, Bandung",4,2,1,800000000,90,100,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos17246040,Rumah Hegarmanah View Kota,"Rp 2,9 Miliar","Hegarmanah, Bandung",7,4,1,2900000000,312,210,Cidadap,Bandung Barat,1.5-3M,200-400sqm,-6.8627967,107.60935594852518,5.33
hos18187049,Jual Cepat Rumah Lux Ada Swimming Poll Dekat Unpar Ciumbuleuit,"Rp 7,5 Miliar","Ciumbuleuit, Bandung",3,4,2,7500000000,281,325,Cidadap,Bandung Barat,>7M,200-400sqm,-6.8627967,107.60935594852518,5.33
hos19031234,Jual Cepat Rumah Hook Turun Harga Di Cluster Cyntia Summarecon,"Rp 2,5 Miliar","Summarecon Bandung, Bandung",2,2,1,2500000000,164,77,Gedebage,Bandung Timur,1.5-3M,120-200sqm,-6.95283425,107.69811481410812,10.77
hos17813218,Jual rumah murah inden dekat dengan STT Telkom dan gerbang tol Buahbatu Bandung,Rp 245 Juta,"Antapani, Bandung",2,1,1,245000000,70,45,Antapani,Bandung Timur,<500 Juta,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18218009,Jual Rumah Murah Dekat Dengan Stt Telkom Dan Tol Buahbatu Bandung,Rp 245 Juta,"Buah Batu, Bandung",2,1,1,245000000,60,36,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos17530506,Jual rumah murah dekat dengan STT Telkom dan gerbang tol Buahbatu Bandung,Rp 245 Juta,"Buah Batu, Bandung",2,1,1,245000000,70,45,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos19044759,Rumah Siap Huni Di Margahayu Raya Metro,"Rp 1,5 Miliar","Soekarno Hatta, Bandung",4,4,2,1500000000,199,250,Kiaracondong,Bandung Tengah,1.5-3M,120-200sqm,-6.9247499,107.6462773,4.28
hos19044610,Dijual Rumah Di Pusat Kota Bandung,"Rp 11,5 Miliar","Dago, Bandung",5,3,2,11500000000,466,350,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos17032991,Rumah Murah Siap Huni Di Turangga Dekat Trans Studio Mall Bandung,"Rp 1,32 Miliar","Turangga, Bandung",2,2,1,1320000000,120,126,Lengkong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos17971473,"Jual Rumah Cantik Furnished Sayap Pajajaran, Jl. Dr. Cipto",Rp 17 Miliar,"Pajajaran, Bandung",5,4,4,17000000000,415,650,Cicendo,Bandung Barat,>7M,400-800sqm,-6.9015514499999995,107.58697955342808,2.76
hos19034674,"Jual Sewa Rumah 2 Lantai Siap Huni di Jl. Budisari Setiabudi, Bandung","Rp 8,5 Miliar","Setiabudi, Bandung",3,3,1,8500000000,350,350,Sukasari,Bandung Utara,>7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18238831,Rumah Mewah Di Setiabudhi Regency Bandung,"Rp 2,85 Miliar","Setiabudi, Bandung",6,4,2,2850000000,203,300,Sukasari,Bandung Utara,1.5-3M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18844978,Jual Rumah Siap Huni Gateway Pasteur Residence Cluster Sapphire,Rp 2 Miliar,"Pasteur, Bandung",2,1,1,2000000000,72,54,Sukajadi,Bandung Barat,1.5-3M,60-120sqm,-6.860296099999999,107.58906784137545,6.07
hos19017523,"Jual Rumah Tengah Kota Gang Wireja, Kalipah Apo , Bandung","Rp 2,7 Miliar","Astanaanyar, Bandung",3,1,1,2700000000,172,150,Astana Anyar,Bandung Tengah,1.5-3M,120-200sqm,-6.9324654500000005,107.59881535095596,2.68
hos17914636,Jual Rumah 2 Lantai Bagus di Summarecon Cluster Flora Tipe Freya Premium,"Rp 2,1 Miliar","Summarecon Bandung, Bandung",4,2,1,2100000000,105,104,Gedebage,Bandung Timur,1.5-3M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos18891939,Rumah Siap Huni Taman Holis Indah Dekat Sekolah,"Rp 1,49 Miliar","Holis Cigondewah, Bandung",2,1,1,1490000000,114,90,Astana Anyar,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos19044017,Rumah Bagus Semi Furnished Letak Strategis Antapani Bandung,"Rp 2,2 Miliar","Antapani, Bandung",5,2,2,2200000000,147,166,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
